half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,2550,5,74,131497.2490116576,614.5985860775805,179.46950701237574,3.447190260409845,0.8588913863726796,175.3430707311131,0.17909412548248496
H2,1833,5,39,98654.42056640296,541.6245852900481,53.75527546872572,3.0018152334842556,0.2457532562140751,180.41506076377112,0.17674035646086755
