pair,centroid_distance_H1,centroid_distance_H2
i-e,329.2740643531565,322.68680937114306
i-a,727.2278683107879,727.6092120413515
i-o,1086.6891211839286,1068.6194632254844
i-u,1188.947946692417,1342.4316045717367
e-a,399.6489131307253,407.1386410786582
e-o,762.6724208723009,751.4857694093494
e-u,870.0336157763045,1029.6178480367998
a-o,411.04932645357485,402.47261340652074
a-u,533.9968271549249,683.8528866109738
o-u,125.99541273504018,283.42004487756833
