half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,329.2740643531565,171.84747749396342,1.916083198630152,True
H1,i,u,i-u,1188.947946692417,276.6135218974527,4.298227861518601,True
H1,e,a,e-a,399.6489131307253,161.21395908893203,2.4789969515621353,True
H1,a,o,a-o,411.04932645357485,206.63565971016402,1.989246807787824,True
H1,o,u,o-u,125.99541273504018,300.1027362691957,0.4198409328131577,True
H2,i,e,i-e,322.68680937114306,160.50870450047597,2.010400684345354,True
H2,i,u,i-u,1342.4316045717367,268.1856306787378,5.005606009442946,True
H2,e,a,e-a,407.1386410786582,150.56882579472497,2.704003560695377,True
H2,a,o,a-o,402.47261340652074,223.14752135571763,1.8036167776425465,True
H2,o,u,o-u,283.42004487756833,309.14886908066825,0.9167752925003056,True
