half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,329.2740643531565,180.8128838330367,171.84747749396342,1.916083198630152,0.5218980056371878,0.23605610005653177,0.4327648311864123,453
H1,e,i,329.2740643531565,162.38784462532072,171.84747749396342,1.916083198630152,0.5218980056371878,0.19578831399997257,0.3133490459863249,459
H1,a,e,399.6489131307253,160.03146293213214,161.21395908893203,2.4789969515621353,0.4033889591392405,0.3465654069727011,0.4654095872097925,433
H1,o,u,125.99541273504018,244.51282706539348,300.1027362691957,0.4198409328131577,2.3818544640215706,0.011982265469435585,0.06116528167241315,479
H1,u,o,125.99541273504018,346.89592392100235,300.1027362691957,0.4198409328131577,2.3818544640215706,-0.2226233195774681,-0.19039056349284808,57
H2,i,e,322.68680937114306,170.98946884272007,160.50870450047597,2.010400684345354,0.4974132807389238,0.2735638118535716,0.44435842812505655,382
H2,e,i,322.68680937114306,149.2939716992173,160.50870450047597,2.010400684345354,0.4974132807389238,0.2274552771311365,0.34507305136322275,450
H2,a,o,402.47261340652074,151.8329760515738,223.14752135571763,1.8036167776425465,0.5544415046454991,0.36440923980564804,0.5044886151951677,418
H2,o,u,283.42004487756833,276.65209190917597,309.14886908066825,0.9167752925003056,1.090779832506957,-0.035241200828047416,0.014534843125233048,439
H2,u,o,283.42004487756833,338.5404946974426,309.14886908066825,0.9167752925003056,1.090779832506957,-0.19988138094698701,-0.11669420482212985,81
