pair,centroid_distance_H1,centroid_distance_H2
i-e,352.17151149602614,369.48081184499625
i-a,727.4418555878603,750.9342933244528
i-o,1031.0045790390877,1002.852104813615
i-u,1249.6084480881614,1130.0513116040104
e-a,375.27076360351,381.7868154278926
e-o,699.4546508275878,658.8962738182831
e-u,938.7933016068896,807.694908306175
a-o,389.00008950310365,343.08525387904353
a-u,656.0018680666451,522.977390004713
o-u,268.68915977034595,183.56186752142852
