half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1503,5,69,192738.08008532552,668.7436227589218,268.68915977034595,3.1930148682163244,1.1942044808180678,204.6506721997151,0.20200164757793865
H2,770,5,41,174652.09925818112,615.132103054461,183.56186752142852,3.0373686845280163,0.8995256572436783,198.32563910915695,0.1917015940507265
