audio,mean_centroid_shift,median_centroid_shift,max_centroid_shift,distance_matrix_correlation,vowel_space_area_H1,vowel_space_area_H2,vowel_space_area_abs_diff,mean_pairwise_distance_H1,mean_pairwise_distance_H2,mean_pairwise_distance_abs_diff,silhouette_H1,silhouette_H2,silhouette_abs_diff,classification_accuracy_H1_centroids_to_H2_tokens,classification_accuracy_H2_centroids_to_H1_tokens,classification_accuracy_mean
7a414497-Audio_SP15,41.279897413882146,26.937940981947378,116.72702449748463,0.983800537191354,192738.08008532552,174652.09925818112,18085.980827144405,668.7436227589218,615.132103054461,53.61151970446076,0.20200164757793865,0.1917015940507265,0.010300053527212139,0.7246753246753247,0.6939454424484365,0.7093103835618806
