center_f1,center_f2,cov_00_f2,cov_01,cov_11_f1,det_cov,region_level,chi2_q,width_f2_axis,height_f1_axis,angle_degrees,ellipse_area_analytic,raw_n_tokens,filtered_n_tokens,removed_outliers,removed_outliers_percent,audio,half,vowel
344.2111354285239,2019.984849176532,59391.849133792304,-3004.053807567008,3226.153162821876,182582862.65006593,0.8,3.218875824868201,875.6499399116713,198.68436755099268,176.9471122678264,136641.9659417687,356,335,21,5.8988764044943816,a452055c-Audio_SP11,H1,i
441.167407818082,1758.4396231513858,32065.183060158302,-1649.4271676854794,2369.5861287009416,73260603.01210839,0.8,3.218875824868201,643.4526892012373,171.27060771608674,176.83052968044325,86554.43790741582,476,459,17,3.571428571428571,a452055c-Audio_SP11,H1,e
616.8265377416812,1379.1503490654723,26942.35316190913,-5076.196686559902,4911.423770105657,106557540.94134006,0.8,3.218875824868201,601.0252457676742,221.13811055250943,167.62929450450943,104386.94571889585,639,636,3,0.4694835680751174,a452055c-Audio_SP11,H1,a
436.0496357298143,999.2154747161233,31719.48679514818,3086.2114037766055,3274.273200569065,94333564.72035718,0.8,3.218875824868201,642.3908845610575,194.66952437060843,-173.8784995272021,98217.12534346942,522,513,9,1.7241379310344827,a452055c-Audio_SP11,H1,o
384.5599395361695,855.4167702335143,31870.282060657883,2197.1122538318546,3100.0885198381393,93973393.28431076,0.8,3.218875824868201,642.2568227802617,194.33809555814503,-175.65801150349432,98029.44647332873,134,121,13,9.701492537313433,a452055c-Audio_SP11,H1,u
349.90470883724095,2058.057290012745,88207.1483369171,-4295.268252711874,4583.0812115931185,385811194.90837777,0.8,3.218875824868201,1067.0260525685874,237.0154211239859,177.06734571514855,198628.4750937518,354,337,17,4.80225988700565,a452055c-Audio_SP11,H2,i
450.96429452327556,1751.7829260922601,32424.93810920336,-1585.235419154837,2677.4522830685914,84303253.2347014,0.8,3.218875824868201,646.9714113391847,182.7263971758416,176.9582062582414,92848.793110937,435,414,21,4.827586206896552,a452055c-Audio_SP11,H2,e
620.2929614698803,1376.0647844196992,29330.061146561507,-5396.043743321119,5286.678561164219,125941317.3813275,0.8,3.218875824868201,626.5117181605956,230.63176999553258,167.91332284974393,113484.9346140718,545,540,5,0.9174311926605505,a452055c-Audio_SP11,H2,a
437.494244612708,983.6155070841436,27785.474261411015,2938.3564971825504,2445.609240060176,59318473.68862604,0.8,3.218875824868201,601.7321035099762,164.79954786130142,-173.47151567756595,77884.14913919481,441,427,14,3.1746031746031744,a452055c-Audio_SP11,H2,o
396.3803068915857,912.8738759898674,41085.17982757509,4342.638223228823,4951.084127031195,184557674.96268138,0.8,3.218875824868201,731.8591301840034,239.00268201266718,-173.24231874364398,137378.93681728025,89,82,7,7.865168539325842,a452055c-Audio_SP11,H2,u
