audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
7aee4437-Audio_SP12,H1,i,238984.53510532196,60000.05748991858,25.106251106782363,178984.4776154034,74.89374889321763
7aee4437-Audio_SP12,H1,e,94057.57557492085,90439.1626562906,96.15298087739033,3618.4129186302453,3.8470191226096677
7aee4437-Audio_SP12,H1,a,359143.35240615165,61375.477605187385,17.08940933863603,297767.87480096426,82.91059066136397
7aee4437-Audio_SP12,H1,o,92914.91886377445,66401.05110328496,71.46435891596448,26513.86776048949,28.535641084035518
7aee4437-Audio_SP12,H1,u,70040.62433138088,37115.182802792166,52.990936555891246,32925.441528588715,47.00906344410876
7aee4437-Audio_SP12,H2,i,303360.88234472316,68552.36635235857,22.59762887769403,234808.51599236458,77.40237112230596
7aee4437-Audio_SP12,H2,e,106953.6416372366,88718.20660518948,82.95015040825096,18235.435032047113,17.049849591749037
7aee4437-Audio_SP12,H2,a,385288.1991553696,56981.425534922244,14.789299454236376,328306.7736204474,85.21070054576363
7aee4437-Audio_SP12,H2,o,86236.2570356103,77813.71520921425,90.2331778814124,8422.541826396046,9.766822118587605
7aee4437-Audio_SP12,H2,u,133060.07414688438,68943.04359942196,51.81347150259068,64117.03054746242,48.18652849740933
