half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,1214,5,63,86393.12152757734,608.3530751780233,92.74192263971746,3.4742222152637523,0.4311933167316785,176.43858168587985,0.17049686300134628
H2,823,5,35,90333.38892092873,583.1140583583853,73.41353464454178,3.1746907366468813,0.2946070381253382,191.40779417499343,0.17890033974444502
