pair,centroid_distance_H1,centroid_distance_H2
i-e,283.25097239294155,280.0876941918474
i-a,738.3923203153319,736.4332938709805
i-o,1044.339122048559,1030.4548192427412
i-u,1116.9161996507337,1047.7390392273205
e-a,455.2863822395484,456.5649041238448
e-o,763.8135309780872,752.6776664560011
e-u,839.2503744502636,773.6967966887704
a-o,330.91620494427326,318.575384456556
a-u,418.62372212077645,361.49745068124747
o-u,92.74192263971746,73.41353464454178
