pair,centroid_distance_H1,centroid_distance_H2
i-e,267.46578280077597,205.28932741998705
i-a,706.7666670598038,651.4891750445767
i-o,1080.882491661761,1015.5647096545183
i-u,1117.2110152550622,1016.4556574453737
e-a,439.59036719912564,447.08524026103606
e-o,823.2123179581554,821.3971726591182
e-u,864.7688993645032,827.3820736241696
a-o,412.57735195678646,405.2308559177294
a-u,469.81245093011955,430.6447910198811
o-u,73.95713294161516,63.646230279130954
