half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,267.46578280077597,185.8600720480072,1.4390706936328435,True
H1,i,u,i-u,1117.2110152550622,236.4310288998212,4.725314695172428,True
H1,e,a,e-a,439.59036719912564,172.73471328241052,2.5448872368834325,True
H1,a,o,a-o,412.57735195678646,190.0764648590295,2.170586202046503,True
H1,o,u,o-u,73.95713294161516,236.75551339535605,0.3123776586275934,True
H2,i,e,i-e,205.28932741998705,187.79579675466113,1.093151875428712,True
H2,i,u,i-u,1016.4556574453737,278.56408797169877,3.6489113325643125,True
H2,e,a,e-a,447.08524026103606,165.87553557690404,2.6953054813424018,True
H2,a,o,a-o,405.2308559177294,176.815544032041,2.291828233406317,True
H2,o,u,o-u,63.646230279130954,272.83858545346936,0.23327430089607085,True
