half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,267.46578280077597,201.69830441966832,185.8600720480072,1.4390706936328435,0.6948928947163554,0.09026172069962851,0.23402833312397464,428
H1,e,i,267.46578280077597,168.53998563430477,185.8600720480072,1.4390706936328435,0.6948928947163554,0.1587431130901501,0.24641094662847943,561
H1,a,o,412.57735195678646,176.8299623590456,190.0764648590295,2.170586202046503,0.4607050386007087,0.23878247252906334,0.3720235071598553,670
H1,o,u,73.95713294161516,202.45811764093398,236.75551339535605,0.3123776586275934,3.2012532662976634,0.1406314147597408,0.2606116846733597,378
H1,u,o,73.95713294161516,266.67781468934936,236.75551339535605,0.3123776586275934,3.2012532662976634,-0.2913720913304815,-0.25055382105910107,103
H2,i,e,205.28932741998705,205.3615396864615,187.79579675466113,1.093151875428712,0.9147859711696695,0.03580663326101014,0.1506136534396861,370
H2,e,i,205.28932741998705,168.4077212453214,187.79579675466113,1.093151875428712,0.9147859711696695,0.15345077426621404,0.22251103487314772,468
H2,a,o,405.2308559177294,163.30409067383354,176.815544032041,2.291828233406317,0.4363328740887845,0.2681524607474455,0.4016943492843838,473
H2,o,u,63.646230279130954,189.36538013028044,272.83858545346936,0.23327430089607085,4.2867988293555035,0.15838773986231222,0.27626311350906624,335
H2,u,o,63.646230279130954,336.1882511817071,272.83858545346936,0.23327430089607085,4.2867988293555035,-0.33088311060728537,-0.2933444467369558,106
