h1_audio,predicted_h2_audio,true_h2_audio,is_correct,assigned_cost,true_match_cost,true_match_rank,predicted_match_rank_for_this_h1,best_candidate_cost_for_this_h1,second_best_candidate_cost_for_this_h1,margin_best_to_second,centroids_distance_assigned,centroids_distance_true,geometry_distance_assigned,geometry_distance_true,ellipse_distance_assigned,ellipse_distance_true,overlap_distance_assigned,overlap_distance_true
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,True,0.20967814428288498,0.20967814428288498,1,1,0.20967814428288498,0.4165750145201418,0.2068968702372568,0.20967814428288498,0.20967814428288498,0.26412374862196086,0.26412374862196086,0.3471243741963225,0.3471243741963225,0.49880995186360316,0.49880995186360316
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,True,0.2827238708329002,0.2827238708329002,1,1,0.2827238708329002,0.5087857298595622,0.22606185902666198,0.2827238708329002,0.2827238708329002,0.25578855654609955,0.25578855654609955,0.8819178210926861,0.8819178210926861,2.045482339221539,2.045482339221539
0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,True,0.28644929876290015,0.28644929876290015,1,1,0.28644929876290015,0.3874409163970761,0.10099161763417597,0.28644929876290015,0.28644929876290015,0.5898000468283039,0.5898000468283039,0.26326859237987654,0.26326859237987654,0.3519688092294734,0.3519688092294734
0f786745-Audio_SP20,0f786745-Audio_SP20,0f786745-Audio_SP20,True,0.1597674585113706,0.1597674585113706,1,1,0.1597674585113706,0.6217233419945165,0.46195588348314587,0.1597674585113706,0.1597674585113706,0.23249909679185876,0.23249909679185876,0.6217624580899144,0.6217624580899144,0.7078409462029293,0.7078409462029293
12c532f8-Audio_SP15,12c532f8-Audio_SP15,12c532f8-Audio_SP15,True,0.1473757748937704,0.1473757748937704,1,1,0.1473757748937704,0.3107052984407335,0.16332952354696312,0.1473757748937704,0.1473757748937704,0.22139733127207858,0.22139733127207858,0.26657793837826876,0.26657793837826876,0.26195868957880036,0.26195868957880036
181d5ce9-Audio_SP21,181d5ce9-Audio_SP21,181d5ce9-Audio_SP21,True,0.40586068125396535,0.40586068125396535,5,5,0.22962360132612641,0.3420486102840567,0.11242500895793028,0.40586068125396535,0.40586068125396535,0.28345044406273345,0.28345044406273345,0.5321064053789347,0.5321064053789347,0.4993810949639579,0.4993810949639579
1c403477-Audio_SP13,1c403477-Audio_SP13,1c403477-Audio_SP13,True,0.256113741644046,0.256113741644046,1,1,0.256113741644046,0.314818219882014,0.05870447823796804,0.256113741644046,0.256113741644046,0.3972452455948257,0.3972452455948257,0.40244063313025813,0.40244063313025813,0.6502018788919334,0.6502018788919334
1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,1d46eb6e-Audio_SP18,True,0.17731173022076716,0.17731173022076716,1,1,0.17731173022076716,0.3799447001860912,0.20263296996532407,0.17731173022076716,0.17731173022076716,0.2856160684532883,0.2856160684532883,0.20316071122550086,0.20316071122550086,0.12474550204679165,0.12474550204679165
2988c6fc-Audio_SP13,2988c6fc-Audio_SP13,2988c6fc-Audio_SP13,True,0.30128445658302905,0.30128445658302905,1,1,0.30128445658302905,0.38193005103246763,0.08064559444943858,0.30128445658302905,0.30128445658302905,0.4262084475916584,0.4262084475916584,0.4851078883129156,0.4851078883129156,0.29184288190239904,0.29184288190239904
2e25304d-Audio_SP12,2e25304d-Audio_SP12,2e25304d-Audio_SP12,True,0.24530156575120238,0.24530156575120238,1,1,0.24530156575120238,0.5107504283960784,0.26544886264487605,0.24530156575120238,0.24530156575120238,0.335933101754523,0.335933101754523,0.5560082810078584,0.5560082810078584,0.6927539879739356,0.6927539879739356
