n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,43,1.0,0.9302325581395349,0.9534883720930233,0.9767441860465116,1.372093023255814,1.0,0.9484496124031008,0.2715446810434195,1.0624870015855405,0.256113741644046,1.013921826826448,1.0,0.0,0.0,0.0,10,10,30,20
