half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,492,391.82871875362434,1963.4894815700013,399.47549869600203,1966.3057079018706,76.26264841580392,225.24572200787006,86.40520146047595,255.5195702313381,182.89363892583404,148.0619041686029
H1,e,675,504.859416520138,1746.239999651958,507.8454101665283,1743.552444286182,53.02953821934029,173.43236508795417,68.1013947739741,233.10755897294507,148.366296448584,125.8514426621857
H1,a,747,631.1041269310274,1391.6258168980485,632.5249453695961,1405.8479949186376,56.24631278900017,192.25993749046808,71.76497049837451,253.70228207489367,165.95966177695996,143.41932173723023
H1,o,602,521.6470091271756,1035.6039409566906,525.7439756977159,1076.4367478010595,51.668845909614774,201.70635001609656,58.08190132095342,221.92618560685378,158.68121867835282,115.99164884216663
H1,u,101,421.6846346299241,865.2592696835533,433.0964950832444,902.2258736982363,58.73437784395401,190.46983091316528,63.755453406462436,222.72147892996554,150.88726707943005,110.0350912915658
H2,i,476,390.51666675515844,1955.6205348336161,395.9061765957386,1947.3936981878046,71.16425242634574,245.54165125211978,88.83041281520588,274.51062382146733,197.55785936719957,154.16379910270166
H2,e,631,499.3099617924087,1721.2625156909646,504.95504615668165,1733.2994589873947,57.11468405991858,151.4332917198861,63.26656446895606,210.10457155916242,135.49866996276037,118.77497723724109
H2,a,816,653.6761338259082,1414.3786391081803,655.535428129033,1423.8807147617038,70.80319188168738,179.4003009298542,95.94987116566756,227.72245634880937,160.50654468148215,138.36339051389865
H2,o,552,516.5039911213294,1080.2191617655253,522.4057227355138,1113.849312273259,58.27794776401605,207.33163712562433,62.991968709626576,289.1829763431075,176.72676861891074,147.668254680372
H2,u,105,422.1524246212357,917.1051677545732,429.0104947714666,945.9773870537514,64.11501212646013,195.16069369429042,72.8243142003397,249.0833616891382,168.8434908279379,140.4391903991397
