pair,centroid_distance_H1,centroid_distance_H2
i-e,244.89441813002432,258.37891202946423
i-a,619.90384087413,601.8269641661335
i-o,936.9228169890877,884.4209234693882
i-u,1098.6359606407236,1038.997107231334
e-a,376.4159209132266,343.5209291655365
e-o,710.8343204878921,641.2739011191238
e-u,884.8983506133052,807.8504352802017
a-o,372.46803458381487,361.21842842258434
a-u,566.4964834684865,548.5290632555001
o-u,197.50894497789707,188.4367085873305
