vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,391.82871875362434,1963.4894815700013,390.51666675515844,1955.6205348336161,-1.312051998465904,-7.868946736385169,7.977581286752594
e,504.859416520138,1746.239999651958,499.3099617924087,1721.2625156909646,-5.549454727729255,-24.977483960993368,25.58654241582472
a,631.1041269310274,1391.6258168980485,653.6761338259082,1414.3786391081803,22.572006894880815,22.752822210131853,32.04974904407859
o,521.6470091271756,1035.6039409566906,516.5039911213294,1080.2191617655253,-5.143018005846216,44.61522080883469,44.91067314157665
u,421.6846346299241,865.2592696835533,422.1524246212357,917.1051677545732,0.4677899913115766,51.845898071019974,51.84800839247892
