half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,367.8176932530687,236.12235889452617,220.2914447218827,1.6696866903634748,0.598914757943186,0.17313290209480636,0.3474416804444011,246
H1,e,i,367.8176932530687,203.23108242932028,220.2914447218827,1.6696866903634748,0.598914757943186,0.12681384941591348,0.22132421293324198,344
H1,a,e,481.7939625231168,183.94942581429544,193.8301629298213,2.4856500930536622,0.40230924006342483,0.308718068036525,0.4523391081688735,392
H1,o,u,242.96029082103274,243.56600440787298,269.9978795855079,0.8998599959155886,1.1112839825516647,0.03749277624305062,0.08335217848426958,355
H1,u,o,242.96029082103274,294.0634480144122,269.9978795855079,0.8998599959155886,1.1112839825516647,0.013283198055120743,0.16400410676866867,53
H2,i,e,378.05059168065446,237.93651012293566,252.31743370064615,1.4983133988639896,0.6674171109717052,0.22376706080590222,0.3950120258234528,235
H2,e,i,378.05059168065446,265.92177768862416,252.31743370064615,1.4983133988639896,0.6674171109717052,0.04493809846448381,0.12863352320535304,282
H2,a,o,461.12606075058926,226.88246993573105,206.51761872347927,2.232865474630631,0.4478550147162017,0.23592882087503508,0.40608792312222436,302
H2,o,u,203.64761316821267,183.91138769063437,203.10523136983608,1.0026704472096486,0.9973366650856419,0.12955830327169213,0.219078302708073,315
H2,u,o,203.64761316821267,220.6356079541434,203.10523136983608,1.0026704472096486,0.9973366650856419,0.01605601089072269,0.03718663418262341,74
