pair,centroid_distance_H1,centroid_distance_H2
i-e,367.8176932530687,378.05059168065446
i-a,849.1760635533941,977.1080856568258
i-o,1288.3853364266283,1367.028917220244
i-u,1514.421152725398,1539.9981444209668
e-a,481.7939625231168,599.2545794441686
e-o,931.211652703532,1003.6841328995124
e-u,1163.827916238218,1186.0096288767622
a-o,506.0790250926147,461.12606075058926
a-u,749.0384144403041,663.6024594518985
o-u,242.96029082103274,203.64761316821267
