vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,359.57265064293154,2285.5039115769287,364.4078943176222,2368.922284062578,4.835243674690673,83.41837248564934,83.55838946238836
e,466.89362349532723,1933.6913702199954,488.69803100418466,2011.8869751748875,21.804407508857423,78.19560495489213,81.1787214796702
a,636.9397647981386,1482.9034687056017,662.2139100541976,1438.3032492008074,25.274145256059,-44.60021950479427,51.263651823686935
o,477.6637749969358,1002.542001983365,495.86224112401817,1008.2284113556946,18.198466127082384,5.6864093723295355,19.066185274676265
u,401.9626663727535,771.6761425131727,398.60801290623033,829.3039428141549,-3.354653466523189,57.62780030098213,57.72535896302709
