half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,2158,5,131,137896.8992106706,498.37893383326747,208.717802115553,2.155204449021485,0.8083691392271265,222.97316016616028,0.09912700387230057
H2,1956,5,81,147749.38544275198,518.1819301509405,219.76832106964986,2.0843356859381412,0.7298503214445006,240.7462127038346,0.088741081261685
