audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
0af9ac47-Audio_SP14,H1,i,373320.06889646384,79134.51506262185,21.197498247695044,294185.553833842,78.80250175230495
0af9ac47-Audio_SP14,H1,e,100883.17168863303,85162.94880578738,84.4173982442139,15720.222882845643,15.582601755786108
0af9ac47-Audio_SP14,H1,a,75149.10644443563,15508.875456123653,20.63747154144904,59640.230988311974,79.36252845855095
0af9ac47-Audio_SP14,H1,o,136349.2827252195,119954.7609094989,87.97608503100088,16394.521815720596,12.023914968999119
0af9ac47-Audio_SP14,H1,u,291498.42226551945,110544.76833878145,37.92293882060489,180953.653926738,62.07706117939511
0af9ac47-Audio_SP14,H2,i,469215.86846959457,148465.3825825212,31.64116828929068,320750.48588707333,68.35883171070931
0af9ac47-Audio_SP14,H2,e,107944.06163834591,107944.06163834591,100.0,0.0,0.0
0af9ac47-Audio_SP14,H2,a,80921.7909460775,35324.73042643138,43.652927120669055,45597.06051964612,56.34707287933095
0af9ac47-Audio_SP14,H2,o,130905.74067023768,130494.84746650909,99.68611521418022,410.8932037285849,0.31388478581978974
0af9ac47-Audio_SP14,H2,u,504951.4920997545,182098.199817129,36.062513462412944,322853.2922826255,63.93748653758705
