pair,centroid_distance_H1,centroid_distance_H2
i-e,374.1562202773935,429.99803666449185
i-a,771.9633603113932,829.6027449069129
i-o,926.1298842823985,1031.8763644189219
i-u,1164.9080088791832,1071.219854778338
e-a,408.38009521122495,414.05573959852325
e-o,556.7762272710659,603.6877543760627
e-u,815.5138050154842,661.0588676272328
a-o,293.20411162819,308.15847701296383
a-u,594.741773957442,460.71511885335525
o-u,302.6031488617409,179.98456332277706
