half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,374.1562202773935,414.41746302439714,0.9028485854500938,True
H1,i,a,i-a,771.9633603113932,372.90904029865055,2.0701116811036635,False
H1,i,o,i-o,926.1298842823985,392.3111102370349,2.360702667132801,False
H1,i,u,i-u,1164.9080088791832,390.48770546811573,2.9832130245501434,True
H1,e,a,e-a,408.38009521122495,227.1580084884997,1.797779871062305,True
H1,e,o,e-o,556.7762272710659,257.77435035203877,2.159936496826331,False
H1,e,u,e-u,815.5138050154842,254.99069905734723,3.1982100054248477,False
H1,a,o,a-o,293.20411162819,183.75781446321847,1.5956007774944376,True
H1,a,u,a-u,594.741773957442,179.83207523308408,3.3072063100344296,False
H1,o,u,o-u,302.6031488617409,217.22437745702473,1.393044152798216,True
H2,i,e,i-e,429.99803666449185,402.7334988240397,1.0676987087492427,True
H2,i,a,i-a,829.6027449069129,352.24173604713815,2.355208540068894,False
H2,i,o,i-o,1031.8763644189219,367.78442715283086,2.80565540092901,False
H2,i,u,i-u,1071.219854778338,383.3747063077132,2.7941850026968926,True
H2,e,a,e-a,414.05573959852325,245.65820038368034,1.685495289600884,True
H2,e,o,e-o,603.6877543760627,267.46793388812546,2.2570472116054434,False
H2,e,u,e-u,661.0588676272328,288.5305464569949,2.2911226410676164,False
H2,a,o,a-o,308.15847701296383,182.8088214415037,1.6856871270381788,True
H2,a,u,a-u,460.71511885335525,212.43786333236602,2.16870529399249,False
H2,o,u,o-u,179.98456332277706,237.32043742555177,0.7584031332288389,True
