half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,789,5,31,205732.51518576447,620.8376635695515,293.20411162819,2.176865357187727,0.9028485854500938,274.27621194924745,0.09395015556353938
H2,719,5,28,198700.3423807812,599.0357521559579,179.98456332277706,1.9869208348977487,0.7584031332288389,282.04754127112864,0.11255686676900786
