half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,144,324.7344961211244,2041.1033535746024,359.385099523687,1943.1480859767225,130.68272406128554,563.721859185884,100.26107940960247,984.1554745170026,509.11906777842927,461.01473492736466
H1,e,202,444.7561622270948,1686.7198369751245,473.566384672518,1708.9370351088503,109.5282439168331,352.5569127015332,146.86221899600957,373.08214355010136,290.3126627337814,219.86403774964796
H1,a,244,693.8519371019322,1363.106491910009,678.6798732002051,1381.608774968642,91.15510647643275,155.57690783424607,125.23762854619088,143.78725904731618,137.55027988828041,103.97305785198026
H1,o,168,511.0059932341992,1133.8991362540573,515.6520122892706,1066.6931660328823,117.9343194536673,219.85313086931632,170.94078787827868,362.88749030831605,220.48534929843515,184.84178526326986
H1,u,31,351.882192580458,876.5117205427422,387.747052990881,958.1936594673354,100.49953057504315,213.56112956899824,105.31382829495396,384.7844190955275,213.913700047311,212.09945785516115
H2,i,123,321.2020836433528,2088.4991378353434,389.3690632094632,2057.905764470159,199.84911777201432,511.2553871971221,90.85922765299046,820.2209434316228,475.31101425572507,474.79190012821743
H2,e,183,439.421305598861,1675.071360472051,473.0083776524143,1700.011250953344,131.1767875785192,377.5385521858534,162.62142664557393,429.2863113661565,313.7960832727195,250.61756272528137
H2,a,231,689.740159484828,1345.2492464716463,686.9866962637976,1352.1691805579778,106.9457092060411,181.69037328231877,112.66626051114417,140.28431949392007,149.0903114028453,102.23352178056189
H2,o,154,534.677687199179,1078.9462674353395,528.5970150927095,1043.8460046474004,112.99624739639142,198.68652984641363,156.62905091659667,364.97618495384427,211.21129098479986,205.65452442415153
H2,u,28,365.2592947533374,1018.1856606612334,419.41025020556344,1021.2872210734031,160.37709427802136,260.32968001805665,107.4406143385234,364.828571881549,260.82900643955355,243.7310212227398
