half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,240.776613201489,177.34036379908272,179.86592768265447,1.3386449357229124,0.747024078838327,0.1970771264134345,0.35529306301127017,1060
H1,e,i,240.776613201489,182.3565168835289,179.86592768265447,1.3386449357229124,0.747024078838327,0.09155612310641809,0.1823942940434269,1376
H1,a,o,516.6756266693062,216.82166895467634,212.05136928215913,2.436558784875418,0.41041488767164314,0.2402288343220148,0.3992934279075261,1260
H1,o,u,175.8112946375889,207.17125838442453,253.3629128118922,0.6939109307135215,1.4411071446471366,0.12610650802860437,0.1932162520447683,1224
H1,u,o,175.8112946375889,292.3450031665788,253.3629128118922,0.6939109307135215,1.4411071446471366,-0.15103767255882844,-0.09688854523426854,373
H2,i,e,232.09127466278565,175.5058911233112,182.04418459745463,1.2749172689915786,0.7843646206086534,0.1780049849165091,0.3337762521742918,975
H2,e,i,232.09127466278565,188.35565420904334,182.04418459745463,1.2749172689915786,0.7843646206086534,0.09060895046772961,0.1804585363571337,1330
H2,a,o,504.0541471687745,209.60738152398918,211.81351770275788,2.3797071718346308,0.420219769825315,0.2619413903083527,0.4237441984660716,1096
H2,o,u,182.8826313384318,213.99691159895252,245.7791313212427,0.7440934075863309,1.343917295603749,0.1220162253025475,0.19177025929954236,1218
H2,u,o,182.8826313384318,273.89794561507654,245.7791313212427,0.7440934075863309,1.343917295603749,-0.14779843396188155,-0.09170907736447288,327
