vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,298.24222807359706,2195.0927173456157,302.1980715509413,2184.546585667513,3.9558434773442173,-10.546131678102483,11.263640219268524
e,388.6431386449349,1971.9312223859063,394.69887261059887,1971.6852186280285,6.05573396566399,-0.2460037578778156,6.06072864528569
a,568.5656379849188,1451.105351174862,584.5235222424794,1432.1418259120146,15.957884257560636,-18.963525262847497,24.784458040722956
o,395.25245512667425,964.3649235939338,399.5499041123999,963.2544792348964,4.297448985725623,-1.1104443590373876,4.438598253889637
u,335.9417990450178,798.8600674799558,341.0253450201737,789.9889811450306,5.083545975155914,-8.871086334925167,10.224412572036593
