half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,240.776613201489,179.86592768265447,1.3386449357229124,True
H1,i,a,i-a,791.5756103921972,198.06721177504653,3.996499992594553,False
H1,i,o,i-o,1234.5452144274716,192.83352267302618,6.402129657304453,False
H1,i,u,i-u,1396.7415187508072,241.78007104480093,5.776909208087694,True
H1,e,a,e-a,551.0278521921462,200.33164425295374,2.750578193709513,True
H1,e,o,e-o,1007.5879760724173,195.1586912623657,5.162916237831525,False
H1,e,u,e-u,1174.2543871189098,243.63856440058882,4.819657306748077,False
H1,a,o,a-o,516.6756266693062,212.05136928215913,2.436558784875418,True
H1,a,u,a-u,692.4866500845961,257.36864319955356,2.6906411032662945,False
H1,o,u,o-u,175.8112946375889,253.3629128118922,0.6939109307135215,True
H2,i,e,i-e,232.09127466278565,182.04418459745463,1.2749172689915786,True
H2,i,a,i-a,803.6296302469874,193.31007760633008,4.157205046927527,False
H2,i,o,i-o,1225.1660248871142,195.70002043034827,6.260428702015204,False
H2,i,u,i-u,1395.0980142973967,230.0243491797629,6.065001462984836,True
H2,e,a,e-a,571.9619482372694,199.2650331365991,2.870357830644482,True
H2,e,o,e-o,1008.4424072100551,201.58438759785764,5.002581892511463,False
H2,e,u,e-u,1182.9145553443298,235.05099136642258,5.032586965354578,False
H2,a,o,a-o,504.0541471687745,211.81351770275788,2.3797071718346308,True
H2,a,u,a-u,686.7689847051304,243.88044099671316,2.816006818334342,False
H2,o,u,o-u,182.8826313384318,245.7791313212427,0.7440934075863309,True
