half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,5293,5,373,178251.2231075416,778.148274354693,175.8112946375889,3.606844635085396,0.6939109307135215,215.20696223765827,0.142688876074879
H2,4946,5,327,187003.5702298932,779.3009618098274,182.8826313384318,3.6602886567184973,0.7440934075863309,212.27275681407454,0.1334696480001611
