pair,centroid_distance_H1,centroid_distance_H2
i-e,240.776613201489,232.09127466278565
i-a,791.5756103921972,803.6296302469874
i-o,1234.5452144274716,1225.1660248871142
i-u,1396.7415187508072,1395.0980142973967
e-a,551.0278521921462,571.9619482372694
e-o,1007.5879760724173,1008.4424072100551
e-u,1174.2543871189098,1182.9145553443298
a-o,516.6756266693062,504.0541471687745
a-u,692.4866500845961,686.7689847051304
o-u,175.8112946375889,182.8826313384318
