source_file,audio_id,audio_path,audio_duration,split_time,time_basis,split_basis,total_rows,H1_rows,H2_rows,min_token_time,max_token_time
f061152e-Audio_SP12.csv,f061152e-Audio_SP12,data/raw/sound/f061152e-Audio_SP12.v0.wav,2353.872,1176.936,time column: time,audio_duration,3019,1408,1611,60.54375,2327.2627500000003
