n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,43,1.0,0.8837209302325582,0.9302325581395349,0.9767441860465116,1.4651162790697674,1.0,0.9166666666666667,0.2961883090333993,1.0766011138549119,0.27599004226120005,1.0271925969929117,0.75,0.25,0.0,0.0,10,10,30,20
