audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
7e277fda-Audio_SP28,H1,i,213451.1236136581,55302.29034247437,25.908643349458455,158148.8332711837,74.09135665054154
7e277fda-Audio_SP28,H1,e,107589.08897757654,55302.29034247437,51.40139289960931,52286.79863510217,48.59860710039069
7e277fda-Audio_SP28,H1,a,106693.57931902359,29698.0243907868,27.834874957177114,76995.55492823679,72.1651250428229
7e277fda-Audio_SP28,H1,o,57011.06897665195,56764.34692786695,99.56723833947748,246.72204878499906,0.43276166052252146
7e277fda-Audio_SP28,H1,u,154575.9324906306,59825.52790353267,38.70300307401277,94750.40458709793,61.29699692598722
7e277fda-Audio_SP28,H2,i,228695.53266947277,58919.41682593273,25.763256561328333,169776.11584354006,74.23674343867167
7e277fda-Audio_SP28,H2,e,103708.8377614834,58919.41682593273,56.81233933161953,44789.420935550675,43.18766066838047
7e277fda-Audio_SP28,H2,a,101698.50178319855,31423.208606810887,30.898398753011197,70275.29317638765,69.10160124698879
7e277fda-Audio_SP28,H2,o,65728.61933302658,62947.29428780094,95.76847182635386,2781.3250452256398,4.231528173646135
7e277fda-Audio_SP28,H2,u,119409.63380694108,52701.06575331686,44.13468501086169,66708.56805362421,55.865314989138305
