center_f1,center_f2,cov_00_f2,cov_01,cov_11_f1,det_cov,region_level,chi2_q,width_f2_axis,height_f1_axis,angle_degrees,ellipse_area_analytic,raw_n_tokens,filtered_n_tokens,removed_outliers,removed_outliers_percent,audio,half,vowel,n_tokens,center_f1_original,center_f2_original,center_source
-1.1304262913543903,1.1994435333468292,51677.277699823215,-4792.799744656015,5389.04446140497,255520217.7763435,0.8,3.218875824868201,819.5690728511886,251.1257734712121,174.15013814878623,161646.65807300914,390,373,17,4.358974358974359,061ea7d0-Audio_SP16,H1,i,316,404.8467695317308,2197.379224279386,median_independent_half_lobanov
-0.31291685568648375,0.6105213849276228,37317.80531612704,-2253.0922676244004,2078.5785899828848,72491566.38882227,0.8,3.218875824868201,694.5018351590287,157.84635545731462,176.35645042422573,86098.9465741669,425,419,6,1.411764705882353,061ea7d0-Audio_SP16,H1,e,428,506.9675923732632,1934.236464258896,median_independent_half_lobanov
1.0923939923996429,-0.15825072168924556,27745.556921143103,-4125.689848213831,5525.643123311768,136290729.08011523,0.8,3.218875824868201,605.6258845587346,248.1949514036268,169.8137437991329,118055.7795336928,468,465,3,0.641025641025641,061ea7d0-Audio_SP16,H1,a,471,690.3908462632404,1584.053421181137,median_independent_half_lobanov
-0.2043405436136558,-1.290076203023592,52421.85404784403,-73.69936800953548,2434.205294184506,127600123.05738454,0.8,3.218875824868201,821.5589776704503,177.03168999772046,179.9155261228203,114229.85945669138,359,354,5,1.392757660167131,061ea7d0-Audio_SP16,H1,o,360,521.5060265465352,1072.8032137416408,median_independent_half_lobanov
-0.6260690251634453,-1.6247975106332744,37239.4800450698,1879.0653874419784,3830.7812441017663,139125414.96647272,0.8,3.218875824868201,693.4216264629592,219.0130879477365,-176.79090117966282,119277.17159694682,90,81,9,10.0,061ea7d0-Audio_SP16,H1,u,90,466.94417281521794,913.5500618339064,median_independent_half_lobanov
-1.3146787720771473,1.451133430392501,42720.6796817355,-3126.672575699435,3890.4351443551504,156425952.22893167,0.8,3.218875824868201,743.8219537376493,216.49587495687325,175.42572799619435,126476.10997666491,226,216,10,4.424778761061947,061ea7d0-Audio_SP16,H2,i,162,420.7615232254888,2146.415774225191,median_independent_half_lobanov
-0.38109047086757875,0.7435239563655687,30043.142919755403,-2264.4625279135744,2112.989928019664,58353067.85517364,0.8,3.218875824868201,623.8341969565465,157.66194622480862,175.39477550425224,77247.7685133615,330,325,5,1.5151515151515151,061ea7d0-Audio_SP16,H2,e,328,516.4520165687533,1877.7009593697765,median_independent_half_lobanov
1.2596762470003338,-0.09892944056490188,24784.73026907377,-3553.1373985370446,5793.129374439584,130956363.58645098,0.8,3.218875824868201,572.1841119613365,257.50859160402644,169.74258123567637,115722.39129598522,349,344,5,1.4326647564469914,061ea7d0-Audio_SP16,H2,a,347,700.7154082572017,1513.316074697219,median_independent_half_lobanov
-0.20716465299785167,-1.1327287537017487,39813.51473490919,-830.3128841084158,3272.496498188429,129600168.06504744,0.8,3.218875824868201,716.1437266288046,204.6759453455113,178.6989767748764,115121.61624032544,355,352,3,0.8450704225352111,061ea7d0-Audio_SP16,H2,o,354,535.341205385502,1080.1177826876435,median_independent_half_lobanov
-0.8896350096172028,-1.549245492059232,43986.95442888354,3707.456772089478,2194.50734108962,82784458.68944739,0.8,3.218875824868201,755.3515913064307,155.0920272116186,-174.9695723347768,92008.61694694195,47,46,1,2.127659574468085,061ea7d0-Audio_SP16,H2,u,47,457.6825554119306,901.4685258336178,median_independent_half_lobanov
-1.3643463538916918,1.2726924200042238,102836.47097229448,-2612.577978061767,13323.085874548897,1363273570.1079786,0.8,3.218875824868201,1151.1091467385386,412.9896968953392,178.32963504794012,373375.31619306153,306,292,14,4.57516339869281,0af9ac47-Audio_SP14,H1,i,238,420.3078908182415,2072.498364041734,median_independent_half_lobanov
