audio,half,vowel,n_tokens,median_F1_Hz,median_F1_lobanov,median_F2_Hz,median_F2_lobanov
2988c6fc-Audio_SP13,H1,e,307,481.3418243041245,-0.3467961778285031,1985.1909866974,0.6873472633525943
2988c6fc-Audio_SP13,H1,a,355,678.0539093606634,1.029196046337438,1467.1730141425342,-0.3816262128998126
2988c6fc-Audio_SP13,H1,o,250,510.55294192073796,-0.14246571847668305,1043.1717728805356,-1.256588289160919
2988c6fc-Audio_SP13,H1,u,38,438.0766089100664,-0.6494344216454893,928.9242249734734,-1.4923476737961507
2988c6fc-Audio_SP13,H2,i,242,348.7130470182827,-1.1812530950380302,2365.1210567391645,1.2882216698713864
2988c6fc-Audio_SP13,H2,e,297,481.5262699540644,-0.3339731906002944,2056.99877759456,0.7003156459529565
2988c6fc-Audio_SP13,H2,a,374,703.9293626437079,1.084843904229579,1522.6221257815082,-0.3192901206745695
2988c6fc-Audio_SP13,H2,o,274,492.2201228288136,-0.26575192135084796,1020.2807449449233,-1.277771684153885
2988c6fc-Audio_SP13,H2,u,53,412.7129118245893,-0.7729669459748837,887.9740622985942,-1.5302165769684561
2e25304d-Audio_SP12,H1,i,105,418.9630454547566,-1.3370642258181666,2413.174688511929,1.496927773172275
2e25304d-Audio_SP12,H1,e,204,583.2884807439616,-0.36374175648392976,1955.263508529473,0.4614351027157197
2e25304d-Audio_SP12,H1,a,250,770.8554821655581,0.7472437502210056,1652.7365025075505,-0.22268118674213744
2e25304d-Audio_SP12,H1,o,151,635.8819225686559,-0.0522234661017666,1263.6755287387396,-1.1024801615427284
2e25304d-Audio_SP12,H1,u,34,504.32355441573407,-0.8314620272339781,957.9145079682501,-1.7939096565187778
2e25304d-Audio_SP12,H2,i,74,409.3737093045448,-1.282082903759642,2419.5828938845484,1.51601678999912
2e25304d-Audio_SP12,H2,e,115,566.2534076595433,-0.4218682063982114,2013.3225284374844,0.6368178279448823
2e25304d-Audio_SP12,H2,a,155,786.8174401062385,0.7875452767320953,1608.000395116479,-0.24035068078051788
2e25304d-Audio_SP12,H2,o,113,663.8057559891421,0.11303825170417268,1280.0122006095232,-0.9501587366543152
2e25304d-Audio_SP12,H2,u,33,484.7832620307056,-0.8685915071245819,925.3913412195012,-1.7176032574984597
30a90cb2-Audio_SP21,H1,i,356,392.2532678552844,-0.9419104579358741,2189.11687471145,1.1567488453455295
30a90cb2-Audio_SP21,H1,e,457,457.90117314220674,-0.22319090731750865,1835.2206397808604,0.4400646209969979
30a90cb2-Audio_SP21,H1,a,452,559.2843436023076,0.8867617468437865,1429.4916777026833,-0.38158737125933284
30a90cb2-Audio_SP21,H1,o,431,477.624969636741,-0.007252895417779082,1191.6691279820004,-0.8632078372487134
30a90cb2-Audio_SP21,H1,u,53,401.0233290352589,-0.8458949887047104,992.9126694394224,-1.265714573023359
30a90cb2-Audio_SP21,H2,i,282,395.1786975396182,-0.8512670341158761,2190.7878728157575,1.0557744317005773
30a90cb2-Audio_SP21,H2,e,366,463.2350284079206,-0.234560666106887,1845.0981785943413,0.4209827314320105
30a90cb2-Audio_SP21,H2,a,354,581.0768652645813,0.8332872516424866,1448.2142762083135,-0.30781714723455655
30a90cb2-Audio_SP21,H2,o,346,481.13377123113287,-0.07236754553165808,1187.7105013805099,-0.7861815211617809
30a90cb2-Audio_SP21,H2,u,54,426.7360114287567,-0.5653039769779462,1110.7549732374973,-0.9274953392233615
3361ee02-Audio_SP10,H1,i,268,318.9270917684735,-1.2045182882576162,1821.902627833796,1.01282935902288
3361ee02-Audio_SP10,H1,e,324,442.02383015722796,-0.21657584745469102,1653.9855438174723,0.496833192006025
3361ee02-Audio_SP10,H1,a,321,585.0386589279836,0.9312240118769218,1434.882010384387,-0.1764549614514922
3361ee02-Audio_SP10,H1,o,254,472.8458963261267,0.030794047800574823,1102.3018882883127,-1.1984478648709522
3361ee02-Audio_SP10,H1,u,69,394.9397487686278,-0.594460451863241,921.6949299652688,-1.7534390307621137
3361ee02-Audio_SP10,H2,i,177,327.9479650125833,-1.1692039007763666,1798.8631219882484,1.1993491383243933
3361ee02-Audio_SP10,H2,e,265,441.8617571454828,-0.25430375717734843,1626.5537338931197,0.62978131009946
3361ee02-Audio_SP10,H2,a,254,581.9885437949674,0.8711264021321878,1343.5611609587868,-0.3056492369639863
3361ee02-Audio_SP10,H2,o,250,477.31809021371913,0.03046425561761265,1127.5092253010405,-1.0198078393289292
3361ee02-Audio_SP10,H2,u,51,387.4630207766406,-0.6912079351841217,1008.7068586736276,-1.412508473322248
34ad326e-Audio_SP7,H1,i,121,339.9463069005404,-1.1880690370575118,2212.0122258035503,1.5585185850465175
34ad326e-Audio_SP7,H1,e,219,449.96389139926254,-0.5189630908847438,1681.8548027013414,0.425362549615157
34ad326e-Audio_SP7,H1,a,259,694.0399090504004,0.9654606534889809,1360.5467572741848,-0.261399787461925
34ad326e-Audio_SP7,H1,o,186,510.7907755267282,-0.14902559369017498,1127.3087874079715,-0.7599215504868366
34ad326e-Audio_SP7,H1,u,31,351.882192580458,-1.1154772589553117,876.5117205427422,-1.2959740465999166
34ad326e-Audio_SP7,H2,i,96,323.2241409735036,-1.2337713724055839,2213.7080280059,1.4679903554156173
34ad326e-Audio_SP7,H2,e,166,437.54865894685474,-0.5936515323724487,1701.160371778492,0.43379831378398537
34ad326e-Audio_SP7,H2,a,216,688.8781610721829,0.8135794234018294,1347.0499079770138,-0.28070738938811185
34ad326e-Audio_SP7,H2,o,136,543.8039723228087,0.0012876408392046039,1096.833605099653,-0.7855808503789168
34ad326e-Audio_SP7,H2,u,28,365.2592947533374,-0.9984103458269498,1018.1856606612334,-0.9442725880947409
375a28cd-Audio_SP16,H1,i,240,348.69573692553877,-1.3055820144203643,2016.9080903064787,0.8804479289873193
375a28cd-Audio_SP16,H1,e,470,430.7210347592677,-0.3376113676162872,2145.625036433257,1.104952990674534
375a28cd-Audio_SP16,H1,a,431,538.7494845589949,0.9372193393425743,1262.367874702048,-0.4356033194855157
375a28cd-Audio_SP16,H1,o,508,467.3907106457084,0.0951230548523167,974.9937784374565,-0.9368344405660654
375a28cd-Audio_SP16,H1,u,113,400.2629529605346,-0.6970435174256582,804.9054250276332,-1.233498535105246
375a28cd-Audio_SP16,H2,i,264,356.45943239563996,-1.270836272860618,2126.1534759811716,0.9959948836270871
375a28cd-Audio_SP16,H2,e,417,445.1424413937673,-0.2203261730823949,2257.134725940852,1.2190625071313246
375a28cd-Audio_SP16,H2,a,423,535.9838390814558,0.8557514975670305,1211.2720340032802,-0.5620939963687858
375a28cd-Audio_SP16,H2,o,489,470.4583402536866,0.07955773633559506,1001.4584899330569,-0.9194169618249359
375a28cd-Audio_SP16,H2,u,90,428.23912192650346,-0.42055740137228603,873.7279342175659,-1.1369484903536446
42d56bbf-Audio_SP23,H1,i,822,295.7325263742979,-1.0276913244723183,2216.897505406245,1.2292651859041261
42d56bbf-Audio_SP23,H1,e,1362,388.6431386449349,-0.21928236075678742,1971.0048035067593,0.7672422700001797
42d56bbf-Audio_SP23,H1,a,1241,568.3948931724623,1.3447255179166258,1452.1433639819538,-0.2076783900581398
42d56bbf-Audio_SP23,H1,o,1207,395.3171759331442,-0.16121201296654633,964.7752185013496,-1.1234243636238515
42d56bbf-Audio_SP23,H1,u,367,335.9417990450178,-0.6778331580358801,802.8424934009937,-1.427689716979974
42d56bbf-Audio_SP23,H2,i,741,299.653984491145,-1.0330522464352576,2219.537410898244,1.2564944619380862
42d56bbf-Audio_SP23,H2,e,1344,394.69887261059887,-0.23204410950561316,1973.2243945763419,0.7935431095729977
42d56bbf-Audio_SP23,H2,a,1115,584.8609328590063,1.3705813510329892,1431.4432215141176,-0.224747886576839
42d56bbf-Audio_SP23,H2,o,1236,399.5029209075543,-0.19155711591551117,963.0219960137508,-1.105157062917326
42d56bbf-Audio_SP23,H2,u,335,340.2022848866847,-0.6913240462329063,784.6725393607724,-1.4403692388064375
49ae7020-Audio_SP17,H1,i,240,444.4999052470973,-1.2514430461683657,2382.6632432169463,1.402251739194756
49ae7020-Audio_SP17,H1,e,366,550.1612856722284,-0.20378062686901552,1945.5173862741888,0.522316249970743
49ae7020-Audio_SP17,H1,a,360,663.1291986819892,0.9163281259298932,1535.416789474483,-0.303179550903934
49ae7020-Audio_SP17,H1,o,329,568.987946812677,-0.017108966150864928,1168.0933965343097,-1.0425686686019204
49ae7020-Audio_SP17,H1,u,54,509.71382924776594,-0.6048285772332773,936.7327498647273,-1.5082769455559006
49ae7020-Audio_SP17,H2,i,207,461.1766680690421,-1.0556376977998607,2359.543130016464,1.2875040955150239
49ae7020-Audio_SP17,H2,e,286,549.5958348965537,-0.21889121735809483,1945.9531979114104,0.46498182860138837
49ae7020-Audio_SP17,H2,a,266,657.8520336220492,0.8055811512435265,1546.0011434774528,-0.3304182644217293
49ae7020-Audio_SP17,H2,o,236,579.6074909848571,0.06512127116835201,1113.6230299052636,-1.190305313241148
49ae7020-Audio_SP17,H2,u,33,497.4341054461328,-0.7125188446862322,975.4958920586856,-1.4650040854419217
501e6487-Audio_SP19,H1,i,412,314.21355250084594,-1.0581481777201058,1970.2181858838956,1.3266148520290173
501e6487-Audio_SP19,H1,e,818,412.0218455108603,-0.21438856477729396,1732.0809470721103,0.6155912224930894
501e6487-Audio_SP19,H1,a,869,542.9120133617827,0.9147573794485832,1462.1219210067654,-0.1904450257506118
501e6487-Audio_SP19,H1,o,612,421.02926488359196,-0.13668455369950672,1182.5094328057262,-1.0253043162012225
501e6487-Audio_SP19,H1,u,167,357.555208580786,-0.6842541260718846,1101.1609202094298,-1.2681924716706112
501e6487-Audio_SP19,H2,i,306,313.56100880361004,-1.0338766128952548,1962.9469119850187,1.3648590427540097
501e6487-Audio_SP19,H2,e,634,399.379607389188,-0.2875860024934912,1735.5737288465389,0.7100509619291773
501e6487-Audio_SP19,H2,a,707,545.2901674135102,0.9812727612164311,1447.7420561275742,-0.11887047292146477
501e6487-Audio_SP19,H2,o,598,415.12628783626604,-0.15065065332284805,1141.0056056632568,-1.0022354488396348
501e6487-Audio_SP19,H2,u,136,354.8022500480812,-0.675236975225442,985.1773766921594,-1.4510024588381343
514fc6b6-Audio_SP19,H1,i,348,476.64983007318625,-1.0146279885422271,2674.796797344912,1.3737403004171735
514fc6b6-Audio_SP19,H1,e,622,584.5018848406846,-0.3407622876823301,2264.9262397749053,0.7005276598002232
514fc6b6-Audio_SP19,H1,a,654,803.6102631589121,1.0282391767587784,1630.476718358197,-0.34155606581148745
514fc6b6-Audio_SP19,H1,o,419,602.9847776530675,-0.2252801344142765,1202.099947279675,-1.0451651733953538
514fc6b6-Audio_SP19,H1,u,106,499.69998459172336,-0.8706093273952744,880.4956213387388,-1.573400474764986
514fc6b6-Audio_SP19,H2,i,350,457.0794044210005,-0.9950570666959625,2730.4866875757407,1.4157728486235277
514fc6b6-Audio_SP19,H2,e,647,552.1140586607701,-0.3591731599155928,2158.886098691172,0.47632250134825244
514fc6b6-Audio_SP19,H2,a,574,772.4113279365808,1.114852177060151,1745.024239430486,-0.20387740566226736
514fc6b6-Audio_SP19,H2,o,412,564.3148652617599,-0.27753665974234876,1166.1489191089327,-1.155284089420935
514fc6b6-Audio_SP19,H2,u,95,496.5988155846634,-0.7306297610416683,869.4017092769926,-1.6430009930609395
51a17262-Audio_SP18,H1,i,206,414.70361309642374,-0.9852415600036839,2803.1285867347297,1.4524218619009543
51a17262-Audio_SP18,H1,e,409,534.1626853499852,-0.16238544747425399,2134.8059512561613,0.4879192502790382
51a17262-Audio_SP18,H1,a,378,730.5324572882237,1.1902457433357205,1735.524426792248,-0.08831152909903676
51a17262-Audio_SP18,H1,o,302,515.6214479204923,-0.29010090905371433,967.1408882419722,-1.1972189494325445
51a17262-Audio_SP18,H1,u,58,444.9605727389171,-0.7768260439720857,981.9333036781109,-1.1758709917801218
51a17262-Audio_SP18,H2,i,223,396.35075579782114,-0.8722823894083004,2900.270336303209,1.6578991522708375
51a17262-Audio_SP18,H2,e,426,491.4202579883835,-0.23940915757390163,2025.209345661864,0.3322767452767207
51a17262-Audio_SP18,H2,a,349,707.504758671839,1.1990552620960742,1803.9314362502,-0.0029352662585318133
51a17262-Audio_SP18,H2,o,335,481.4928844796499,-0.3054952189430454,1069.4126423353125,-1.1156515020242623
51a17262-Audio_SP18,H2,u,52,431.4388579835637,-0.6387025334339311,838.8733818991068,-1.4648934549789954
5278b5b9-Audio_SP15,H1,i,254,331.28598688415985,-0.9454659043312721,2237.236455370999,1.2616029808562055
5278b5b9-Audio_SP15,H1,e,247,387.8139001765837,-0.25891192291513343,1955.093147133589,0.629367593871449
5278b5b9-Audio_SP15,H1,a,279,496.19703602198575,1.057444353108945,1512.8954699380915,-0.36152253679295926
5278b5b9-Audio_SP15,H1,o,285,416.1544709630524,0.08529557698675656,1191.8055721314076,-1.0810306373568266
5278b5b9-Audio_SP15,H1,u,63,362.4048721285161,-0.567514670730577,1116.2275009729178,-1.2503882994788078
5278b5b9-Audio_SP15,H2,i,149,333.07048782520906,-1.0790865469560478,2215.5735292598924,1.3444148262901516
5278b5b9-Audio_SP15,H2,e,164,387.5374837882037,-0.3797759887460343,1935.474986872244,0.7109528459251324
5278b5b9-Audio_SP15,H2,a,235,496.3971957659693,1.0178914354216895,1492.0777893329118,-0.2918201940460701
5278b5b9-Audio_SP15,H2,o,205,417.6108867931051,0.006341289631512286,1183.398355129603,-0.9899198129215029
5278b5b9-Audio_SP15,H2,u,35,347.1364672162732,-0.8984911657380599,1162.833743431008,-1.0364280865490063
5586979c-Audio_SP18,H1,i,356,382.15557247338677,-1.217021152186659,2122.354951648282,1.2799299216014242
5586979c-Audio_SP18,H1,e,698,473.2175242458853,-0.40648843064967677,1869.9718841627623,0.6330295923432746
5586979c-Audio_SP18,H1,a,739,638.7758021417364,1.0671281451420462,1568.1318234555308,-0.1406373441916446
5586979c-Audio_SP18,H1,o,612,498.66210921705806,-0.18000889332778697,1149.3383591644056,-1.2140755611062302
5586979c-Audio_SP18,H1,u,74,434.139382816593,-0.7543188000714005,983.9730350900772,-1.63793475125456
5586979c-Audio_SP18,H2,i,243,405.7077684896833,-1.1660423161984552,2128.4566606651183,1.3495467804851689
5586979c-Audio_SP18,H2,e,523,484.58463358508953,-0.3924035334785863,1845.232839548216,0.6078303596710457
5586979c-Audio_SP18,H2,a,511,627.6143688811172,1.0104583852008917,1516.8292285386865,-0.25220447066153984
5586979c-Audio_SP18,H2,o,449,513.0108483766573,-0.11359399684091831,1149.168445827254,-1.2150473514299769
5586979c-Audio_SP18,H2,u,39,461.2544707431118,-0.6212300564380431,1162.0168607601763,-1.1813994742860257
5819ce7a-Audio_SP11,H1,i,348,390.92075338961035,-1.2346701491541117,2404.5217644856198,1.217432349304556
5819ce7a-Audio_SP11,H1,e,593,520.2964412547519,-0.42366102693818064,2100.9117539711247,0.6132916689710584
5819ce7a-Audio_SP11,H1,a,634,774.0444368329045,1.1669928474775637,1702.5721570788314,-0.179347396725334
5819ce7a-Audio_SP11,H1,o,454,542.108488926167,-0.28692923499466017,1115.3633905026081,-1.3478092110640172
5819ce7a-Audio_SP11,H1,u,68,467.3463852036996,-0.7555856658549697,974.8576025177986,-1.6273957181099843
5819ce7a-Audio_SP11,H2,i,297,391.71399277477286,-1.2217598480247644,2442.204381683015,1.2659401638842487
5819ce7a-Audio_SP11,H2,e,497,516.1597358145893,-0.42796847126494725,2107.3874925041564,0.6110167744112789
5819ce7a-Audio_SP11,H2,a,516,766.7324011173921,1.1703378758268113,1673.9423520459054,-0.2368298238762419
5819ce7a-Audio_SP11,H2,o,365,541.0221130301028,-0.2693809602955287,1124.8259373137969,-1.31093688112055
5819ce7a-Audio_SP11,H2,u,76,450.4612253389644,-0.847033919448497,972.7124290585575,-1.608480695757474
5a932187-audio_SP16,H1,i,321,379.8691958931156,-1.2329750109789024,2228.861829952381,1.4539515482242547
5a932187-audio_SP16,H1,e,558,549.4556815662606,-0.21101652411343325,1821.423066226485,0.3385779326392865
5a932187-audio_SP16,H1,a,597,733.6483138770641,0.8989612141535078,1662.5657240488483,-0.09629794045287231
5a932187-audio_SP16,H1,o,452,574.3362153805804,-0.06108197839559634,1390.5496058920694,-0.8409487400759197
5a932187-audio_SP16,H1,u,131,490.2829469606544,-0.5676020036768759,1199.5046661844838,-1.3639389513956646
5a932187-audio_SP16,H2,i,293,383.7597338136091,-1.1122272586873567,2226.8158960532587,1.43061450252709
5a932187-audio_SP16,H2,e,483,533.9765554314284,-0.27782896271747654,1823.8682411769137,0.3666854089915251
5a932187-audio_SP16,H2,a,568,736.0575680169328,0.8446555282552097,1658.8544785661504,-0.06901123981820254
5a932187-audio_SP16,H2,o,446,568.0547819981558,-0.08853715191551123,1352.2207926757987,-0.8786362507316052
5a932187-audio_SP16,H2,u,81,471.6013735750675,-0.6242997833035584,1154.7496430125084,-1.4000322651225159
63239054-Audio_SP15,H1,i,206,384.98230168098064,-1.3027803994563412,2067.627449033942,1.3088908230961964
63239054-Audio_SP15,H1,e,364,465.17499495386403,-0.5206702832212666,1807.0884574201737,0.7086496943299709
63239054-Audio_SP15,H1,a,403,628.757406415346,1.0747301656300432,1388.4736321333278,-0.2557734566621226
63239054-Audio_SP15,H1,o,464,515.0248878273994,-0.03449001020117671,1091.3531944667036,-0.9402925214664903
63239054-Audio_SP15,H1,u,47,435.7018444883201,-0.8081185306317951,939.072806837736,-1.2911227415161315
63239054-Audio_SP15,H2,i,129,406.68955403319626,-1.1693625399628012,2050.948090453047,1.4507864799138026
63239054-Audio_SP15,H2,e,282,471.2566423276466,-0.53275472670756,1795.8971621988308,0.8136207802752772
63239054-Audio_SP15,H2,a,326,617.1993624399622,0.9061869751007376,1385.139139626173,-0.21253083825081032
63239054-Audio_SP15,H2,o,358,514.8293904474909,-0.10314340876185482,1103.4793769409057,-0.9161704641866266
63239054-Audio_SP15,H2,u,49,422.0415962949408,-1.0179970329930332,1002.1672226541838,-1.169267483318602
713a2f9b-Audio_SP16,H1,i,289,324.8323373120095,-1.0488680819064877,2076.537345299727,1.243559014688663
713a2f9b-Audio_SP16,H1,e,458,415.51913071388924,-0.2373864700288191,1789.838914650853,0.5561090936944235
713a2f9b-Audio_SP16,H1,a,421,552.0951303217358,0.9847199486471547,1446.162079022159,-0.2679645259824471
713a2f9b-Audio_SP16,H1,o,432,447.9392539231066,0.05271457833996142,1085.2856010082432,-1.1332797135747381
