audio,half,vowel,n_tokens,median_F1_Hz,median_F1_lobanov,median_F2_Hz,median_F2_lobanov
713a2f9b-Audio_SP16,H1,u,71,365.4098193150416,-0.6857735312387048,1021.6152495506363,-1.2859494647838534
713a2f9b-Audio_SP16,H2,i,226,327.88011527317815,-0.9761087949191676,2067.0752139513115,1.3613063231817641
713a2f9b-Audio_SP16,H2,e,327,427.1019096473474,-0.22167816375504878,1778.5395484881867,0.6757912646456575
713a2f9b-Audio_SP16,H2,a,405,565.5391664371926,0.8309263338288182,1441.715001536924,-0.1244505309364601
713a2f9b-Audio_SP16,H2,o,441,446.59585259772206,-0.07345641694337075,1094.7010994306088,-0.9489006211304402
713a2f9b-Audio_SP16,H2,u,102,376.10419743583867,-0.6094380954749568,1016.2089820891018,-1.1353854646163235
7a414497-Audio_SP15,H1,i,222,367.32185212099296,-1.3759691783097763,2205.276440412559,1.4399479410714213
7a414497-Audio_SP15,H1,e,314,518.394212594353,-0.31655869484965476,1840.1879562190672,0.5749200400588431
7a414497-Audio_SP15,H1,a,484,681.5109184483516,0.8273140007760936,1493.632899313481,-0.24619540575580637
7a414497-Audio_SP15,H1,o,276,536.0597728595026,-0.19267713450032697,1133.3514082270476,-1.0998337852205693
7a414497-Audio_SP15,H1,u,67,402.3912889635689,-1.1300411414163627,925.7549806182816,-1.5917055089448027
7a414497-Audio_SP15,H2,i,138,371.4807530935316,-1.3560092631026568,2185.930344077352,1.4423511452215787
7a414497-Audio_SP15,H2,e,177,538.4686397637657,-0.207781724533504,1801.7471430017845,0.5260096550478472
7a414497-Audio_SP15,H2,a,251,693.4335833958401,0.8577747019787278,1465.4861033465693,-0.27602942761474897
7a414497-Audio_SP15,H2,o,165,546.1755890124597,-0.1547878724514018,1147.955921467044,-1.0333922670726565
7a414497-Audio_SP15,H2,u,43,420.331859137368,-1.0201035494153812,1010.3661229284372,-1.3615670562685303
7aee4437-Audio_SP12,H1,i,121,429.6395403596626,-0.8457053095405134,2310.725574885318,1.4101546578912902
7aee4437-Audio_SP12,H1,e,198,517.0034934824527,-0.3934458388876183,1929.1501910415523,0.5257474073513722
7aee4437-Audio_SP12,H1,a,219,745.8187705468282,0.7910687393044122,1571.2425880318438,-0.30380316778413796
7aee4437-Audio_SP12,H1,o,121,518.7523732272407,-0.38439236317662645,1204.9404143805236,-1.1528104989237267
7aee4437-Audio_SP12,H1,u,51,463.9765727321145,-0.6679518136252122,1055.2301086569123,-1.4998058384258215
7aee4437-Audio_SP12,H2,i,172,422.0631230854296,-0.8535396679305394,2326.472083937704,1.4299456820401648
7aee4437-Audio_SP12,H2,e,230,523.8853164506346,-0.34161606477132994,1937.1238788946735,0.5642801434395248
7aee4437-Audio_SP12,H2,a,287,789.2572563465225,0.992574008718829,1518.849352168877,-0.36569934220108957
7aee4437-Audio_SP12,H2,o,181,518.5407712206853,-0.36848642339295007,1186.836780524484,-1.103886491729523
7aee4437-Audio_SP12,H2,u,62,459.4426858549847,-0.6656093177280706,1138.460107427164,-1.2114457875733817
7c3c98d2-Audio_SP13,H1,i,354,335.24686258258794,-1.1490276532003345,2562.4111422921706,1.5895119666806368
7c3c98d2-Audio_SP13,H1,e,526,504.12368847910517,-0.5082373224489782,2012.1549050726592,0.39415303129928425
7c3c98d2-Audio_SP13,H1,a,695,844.5755420542445,0.7835814614438857,1648.28912494747,-0.3962972755431956
7c3c98d2-Audio_SP13,H1,o,410,630.9694228572216,-0.02693078642751799,1346.482623815325,-1.0519320025705103
7c3c98d2-Audio_SP13,H1,u,82,384.7126249668688,-0.9613335627245077,1186.0389846057533,-1.4004745992403493
7c3c98d2-Audio_SP13,H2,i,374,340.11348255392,-1.1128394054464938,2544.4298468804573,1.491176479908462
7c3c98d2-Audio_SP13,H2,e,597,502.588903391364,-0.47058592763329243,2003.021663850111,0.32430870430099656
7c3c98d2-Audio_SP13,H2,a,624,845.6053812905743,0.8853331691906867,1653.1332241402538,-0.42978692659589335
7c3c98d2-Audio_SP13,H2,o,417,628.4040748628092,0.026752260645938428,1350.300611098568,-1.0824656792211413
7c3c98d2-Audio_SP13,H2,u,76,384.03180340513995,-0.9392334891729627,1211.0004905808414,-1.3826916951276291
7dec1dd7-Audio_SP13,H1,i,196,348.26591353854144,-1.2492078983186323,2111.510151695019,1.3326769066838722
7dec1dd7-Audio_SP13,H1,e,304,448.944851173384,-0.5140612282796347,1846.9349685296625,0.6567249075222832
7dec1dd7-Audio_SP13,H1,a,393,660.5608833076259,1.0311360593059145,1516.272947628598,-0.18806957169080782
7dec1dd7-Audio_SP13,H1,o,252,503.6797535534006,-0.1143929146794192,1167.4852808509418,-1.0791725006224047
7dec1dd7-Audio_SP13,H1,u,66,408.4626055963616,-0.8096581895784161,907.0804401166549,-1.7444698674418961
7dec1dd7-Audio_SP13,H2,i,153,361.1151958816433,-1.2758701879121852,2125.817795091875,1.4692914895073235
7dec1dd7-Audio_SP13,H2,e,265,444.8407638263537,-0.6353352797380794,1830.4868552628056,0.7115185535829697
7dec1dd7-Audio_SP13,H2,a,364,656.0354547873251,0.9803906604057637,1510.5288903741957,-0.10944347148067912
7dec1dd7-Audio_SP13,H2,o,275,515.0427746538985,-0.09826112589353794,1148.9903713629506,-1.0370946859435397
7dec1dd7-Audio_SP13,H2,u,66,430.5803289805,-0.7444334506880058,929.2423475080894,-1.6009336975162876
7e277fda-Audio_SP28,H1,i,332,399.74692226578475,-1.192463617154734,2238.0587653640437,1.2843337654033058
7e277fda-Audio_SP28,H1,e,480,534.9150685778321,-0.06855140502774601,1978.5971654785212,0.8353832951175209
7e277fda-Audio_SP28,H1,a,518,644.7887773968775,0.8450396036728265,985.6728924312185,-0.8826891269265822
7e277fda-Audio_SP28,H1,o,424,516.9632301094916,-0.21781949100208656,990.3914580737821,-0.8745245188873273
7e277fda-Audio_SP28,H1,u,98,449.790599314659,-0.7763544870855602,899.2451454740869,-1.032236411223237
7e277fda-Audio_SP28,H2,i,266,411.4291863630747,-1.1072971164410677,2243.488274500619,1.3078844872986244
7e277fda-Audio_SP28,H2,e,417,534.8177036439233,-0.03638875654185359,1966.5203052414847,0.8230295882780149
7e277fda-Audio_SP28,H2,a,387,637.9790733126125,0.8589650059593491,999.6211889300798,-0.8696057538386163
7e277fda-Audio_SP28,H2,o,380,519.0504767260936,-0.17323500034830658,1017.5168836720994,-0.8382778884170107
7e277fda-Audio_SP28,H2,u,81,449.19088983054826,-0.7795573492526242,891.081112577403,-1.059613962731641
85c7895f-Audio_SP16,H1,i,560,335.9957889927629,-1.0234287918596459,2136.346450757632,1.1640921855999449
85c7895f-Audio_SP16,H1,e,750,406.90776113087446,-0.5363263786832608,1976.1461336475345,0.8187227449030182
85c7895f-Audio_SP16,H1,a,893,677.0295486579109,1.3191709455157141,1487.660769857532,-0.23438326589746797
85c7895f-Audio_SP16,H1,o,720,441.67958202749605,-0.297474780587903,970.0326087414267,-1.3503170650221357
85c7895f-Audio_SP16,H1,u,106,363.06091604167364,-0.8375153515625258,1060.9768179276161,-1.1542540906918637
85c7895f-Audio_SP16,H2,i,457,336.59646532956833,-1.1370581923866991,2141.264531053094,1.2490325261204658
85c7895f-Audio_SP16,H2,e,631,421.7948273131168,-0.5210920935802628,1978.3460654325647,0.9042004145187374
85c7895f-Audio_SP16,H2,a,766,677.6240074047793,1.328498653860858,1470.8179850465642,-0.17003005401707288
85c7895f-Audio_SP16,H2,o,731,461.8020285257488,-0.23184850859364545,975.7123270977328,-1.2179673080673306
85c7895f-Audio_SP16,H2,u,112,364.6355043360408,-0.9343418834225274,938.7600998556092,-1.29618013986485
919b9bc1-Audio_SP14,H1,i,198,328.1513845986427,-1.2144965000417007,2224.376424161242,1.3166454741352105
919b9bc1-Audio_SP14,H1,e,300,456.36666410497895,-0.28297085338635464,1885.3977218543967,0.5787265163753861
919b9bc1-Audio_SP14,H1,a,239,622.1032806224778,0.9211594926251948,1566.050677752649,-0.1164565035121834
919b9bc1-Audio_SP14,H1,o,304,505.7019536765258,0.07546604819051886,1138.156374439377,-1.0479348417780372
919b9bc1-Audio_SP14,H1,u,66,441.9764031333848,-0.3875207729335094,1080.9169456497139,-1.1725387161447574
919b9bc1-Audio_SP14,H2,i,169,320.96084604186046,-1.1592171037248864,2231.224844106397,1.3264119169167021
919b9bc1-Audio_SP14,H2,e,289,444.74167165778255,-0.34093676558690844,1900.6387925862243,0.6128875950373499
919b9bc1-Audio_SP14,H2,a,265,625.5671874188101,0.8544500275181042,1554.7176642752472,-0.13373537156040705
919b9bc1-Audio_SP14,H2,o,257,489.5016330936224,-0.045041208286225834,1071.7490911894436,-1.1761563146565435
919b9bc1-Audio_SP14,H2,u,46,421.21835760535475,-0.49644280039615196,1029.9531375637707,-1.266367106463769
9a0c18cb-Audio_SP14,H1,i,203,308.4745147144019,-1.4167492882381398,2061.667148752572,1.1319285281610396
9a0c18cb-Audio_SP14,H1,e,250,446.32840886686057,-0.2950826887113064,1839.7543150238002,0.6949593432819618
9a0c18cb-Audio_SP14,H1,a,322,616.9095851473355,1.0928738076804576,1391.9664360926008,-0.18678102823008275
9a0c18cb-Audio_SP14,H1,o,336,486.518273568341,0.03192750677361417,948.6379923469433,-1.0597403133790504
9a0c18cb-Audio_SP14,H1,u,59,426.0909485332919,-0.4597474843993307,820.5426934638493,-1.3119731265934502
9a0c18cb-Audio_SP14,H2,i,126,301.2755352828227,-1.4374354772814582,2031.5690272388374,1.2520324177809288
9a0c18cb-Audio_SP14,H2,e,160,442.3940296404078,-0.4139602311368612,1860.440535702133,0.8938855634721787
9a0c18cb-Audio_SP14,H2,a,280,646.8811870080583,1.0691022453514716,1368.3261717923695,-0.1360376819894376
9a0c18cb-Audio_SP14,H2,o,249,491.32125538679367,-0.059110892345974685,992.2825058236242,-0.9230419665480377
9a0c18cb-Audio_SP14,H2,u,48,380.9291460752773,-0.8597401207427317,810.7560644184632,-1.3029502061363925
a1a056ce-Audio_SP11,H1,i,140,430.63480729947116,-0.9485479367105849,2495.1981562715882,1.13206235879949
a1a056ce-Audio_SP11,H1,e,249,504.2103879394041,-0.2549620708448936,2200.1956779450643,0.6463361866225694
a1a056ce-Audio_SP11,H1,a,225,607.7729226189641,0.7213062733832056,1658.9217357323714,-0.24487978397371657
a1a056ce-Audio_SP11,H1,o,185,515.7139889533706,-0.14651936471265012,1117.6589912453503,-1.1360773173403953
a1a056ce-Audio_SP11,H1,u,14,447.93073903639896,-0.7855018052988803,1038.3966219648275,-1.2665840420523424
a1a056ce-Audio_SP11,H2,i,126,422.40051492058416,-0.9907478005723707,2562.915691249543,1.2712034753968893
a1a056ce-Audio_SP11,H2,e,238,504.47840415406915,-0.3100369990807734,2147.954116797232,0.584444912409744
a1a056ce-Audio_SP11,H2,a,244,665.4323280239482,1.024830107564859,1768.4752734251458,-0.04358997371725597
a1a056ce-Audio_SP11,H2,o,170,501.60940971533,-0.33383092850692586,1092.769733953075,-1.1618780125622188
a1a056ce-Audio_SP11,H2,u,26,429.5907949226515,-0.9311154037251146,842.9960723903107,-1.5752517113517555
a452055c-Audio_SP11,H1,i,290,346.40220418792813,-1.1414992408001414,2020.2779233529702,1.393958051668974
a452055c-Audio_SP11,H1,e,476,443.34218675143603,-0.34487125269300156,1758.4770057325272,0.7682134756585464
a452055c-Audio_SP11,H1,a,639,616.7339676300069,1.0800180644173891,1379.545369334077,-0.13749158569212613
a452055c-Audio_SP11,H1,o,523,436.3324524082508,-0.40247545706057364,1002.019483246705,-1.0398366869617666
a452055c-Audio_SP11,H1,u,134,388.93819599229744,-0.7919493370640094,861.9233477809637,-1.374688060610521
a452055c-Audio_SP11,H2,i,267,353.37271274581445,-1.1730439007332252,2073.608928615166,1.384481172199608
a452055c-Audio_SP11,H2,e,435,449.8378887420501,-0.33805916815239023,1753.3550992675075,0.6535432239894781
a452055c-Audio_SP11,H2,a,545,619.839667889969,1.1334448086363988,1377.3469441619536,-0.20464676225662817
a452055c-Audio_SP11,H2,o,441,438.5395148253844,-0.435855804357911,987.6850604800916,-1.093999618190549
a452055c-Audio_SP11,H2,u,89,405.8579389450284,-0.7187414842414389,923.3557615618578,-1.24082292349456
adad0062-Audio_SP17,H1,i,338,398.72427695489023,-1.2792666618458373,2131.833470830151,1.2676784965589627
adad0062-Audio_SP17,H1,e,565,491.6605911283348,-0.33626729095978686,1846.162584237551,0.61599819150409
adad0062-Audio_SP17,H1,a,672,611.7256779597586,0.882000319009227,1421.553501642433,-0.3526317580688829
adad0062-Audio_SP17,H1,o,379,511.385677981012,-0.13612222755611816,1021.29377271695,-1.2657152905162412
adad0062-Audio_SP17,H1,u,103,449.5850192071014,-0.7631966156728935,979.9912711691104,-1.359935696135001
adad0062-Audio_SP17,H2,i,273,398.1664148963732,-1.1955181266559416,2097.905039462058,1.2263771836312365
adad0062-Audio_SP17,H2,e,464,482.73231560009975,-0.3122131526348743,1859.8450503143224,0.6727001294574736
adad0062-Audio_SP17,H2,a,471,605.1276318235356,0.9662263923515858,1431.056222214229,-0.32457176009868005
adad0062-Audio_SP17,H2,o,334,498.9469683075223,-0.1428483936799764,1039.7944834248701,-1.2345635975315477
adad0062-Audio_SP17,H2,u,106,436.0017405643081,-0.8003218232040334,1035.2529785659922,-1.2451261748078952
c3533b36-Audio_SP16,H1,i,143,351.1623634532072,-1.3491517740568297,2074.8106388590413,1.3781422995680264
c3533b36-Audio_SP16,H1,e,269,473.12728660295255,-0.4064676334415169,1792.28094191505,0.7310370841091334
c3533b36-Audio_SP16,H1,a,310,675.2578966947984,1.1558284394427667,1414.9872128008856,-0.13311540148996726
c3533b36-Audio_SP16,H1,o,300,488.4886849534736,-0.2877372130162029,1034.1535678507962,-1.0053757002658417
c3533b36-Audio_SP16,H1,u,67,423.7307349798102,-0.7882605671282799,869.3801247564005,-1.3827723263509226
c3533b36-Audio_SP16,H2,i,105,360.9879923427008,-1.4114899096788311,2113.0097101958186,1.3774364630454177
c3533b36-Audio_SP16,H2,e,230,479.98466754083194,-0.4570914377497989,1827.0232759400292,0.7508080330895552
c3533b36-Audio_SP16,H2,a,269,665.624704418843,1.031812073463643,1409.1544555200655,-0.16478953204904032
c3533b36-Audio_SP16,H2,o,224,506.0598661220639,-0.24795845449847623,1004.5143617091992,-1.0514014699254712
c3533b36-Audio_SP16,H2,u,42,471.14550381448566,-0.5279848836339738,890.5804054194663,-1.3010435773711668
cafd9c21-Audio_SP27,H1,i,362,389.95466242936743,-1.4543538508974478,1985.32875378585,1.3063113062757576
cafd9c21-Audio_SP27,H1,e,675,504.859416520138,-0.2675254682806481,1746.239999651958,0.6840696402420494
cafd9c21-Audio_SP27,H1,a,747,631.1041269310274,1.03643107082409,1391.6258168980485,-0.23883332386978529
cafd9c21-Audio_SP27,H1,o,602,521.6470091271756,-0.09412975859485953,1035.6039409566906,-1.1653998871224291
cafd9c21-Audio_SP27,H1,u,101,421.6846346299241,-1.1266212702462224,865.2592696835533,-1.6087312869489678
cafd9c21-Audio_SP27,H2,i,316,386.44923219948714,-1.3875851612075651,1999.9552130850402,1.42069713165519
cafd9c21-Audio_SP27,H2,e,631,499.3099617924087,-0.3818603480251756,1721.2625156909646,0.6461757808765717
cafd9c21-Audio_SP27,H2,a,816,653.6761338259082,0.993727866671328,1414.3786391081803,-0.20669233101005735
cafd9c21-Audio_SP27,H2,o,552,516.5039911213294,-0.22864087126781651,1080.2191617655253,-1.1353626987195642
cafd9c21-Audio_SP27,H2,u,105,422.1524246212357,-1.0694267844374223,917.1051677545732,-1.5886765894442219
d4c363bf-Audio_SP13,H1,i,334,401.3387277282768,-0.9799508719657498,2519.2435797608678,1.28510586922283
d4c363bf-Audio_SP13,H1,e,509,478.0149754064863,-0.3122212239550841,2107.8198937774664,0.4959044727740602
d4c363bf-Audio_SP13,H1,a,481,625.6837440268907,0.9737417421368626,1668.1455599462877,-0.3474878987974877
d4c363bf-Audio_SP13,H1,o,332,496.5980488524499,-0.15039185088632395,1131.1462046736162,-1.377571132970785
d4c363bf-Audio_SP13,H1,u,69,438.38045946358034,-0.6573755863685542,994.4002414132538,-1.6398800588797424
d4c363bf-Audio_SP13,H2,i,338,403.4823053107791,-0.9160213759638582,2555.8869455308654,1.3339894401753423
d4c363bf-Audio_SP13,H2,e,403,485.91182416395895,-0.304114075446208,2117.969938082771,0.5363943164889272
d4c363bf-Audio_SP13,H2,a,494,676.6627682044648,1.1119065062936857,1659.9975845935433,-0.29772838190728645
d4c363bf-Audio_SP13,H2,o,346,494.3284838396903,-0.24163384296146095,1123.0038206381746,-1.2757758207969074
d4c363bf-Audio_SP13,H2,u,84,437.1343985751771,-0.6662084226350444,992.9363387033559,-1.5126727386533771
dbeec025-Audio_SP13,H1,i,228,397.3710554897026,-1.5136395818585953,1994.234757929839,1.420310269509026
dbeec025-Audio_SP13,H1,e,385,550.7653229478639,-0.08755182074908048,1662.7208088324394,0.5101853156878384
dbeec025-Audio_SP13,H1,a,472,643.9923569721217,0.779168523039496,1364.3026849753714,-0.30907970146841746
dbeec025-Audio_SP13,H1,o,297,553.0232677710906,-0.0665599836288149,1104.7467671891832,-1.0216539938393432
dbeec025-Audio_SP13,H1,u,87,464.1228532729217,-0.8930562743587211,999.8010771702782,-1.3097676359417043
dbeec025-Audio_SP13,H2,i,144,425.73549018173776,-1.6822144874666418,2058.622613080639,1.5388936491105258
dbeec025-Audio_SP13,H2,e,324,572.0316312724096,-0.12989518168704675,1675.5366949823024,0.5573614733195078
dbeec025-Audio_SP13,H2,a,428,653.3161310804484,0.7325985066082064,1394.6661638588291,-0.16227725654483133
dbeec025-Audio_SP13,H2,o,298,580.6951992899851,-0.03796778161788273,1085.3152112523762,-0.9548877369877402
dbeec025-Audio_SP13,H2,u,64,498.91568731472364,-0.9057139457340764,966.4024179566924,-1.2595628169601119
e90f8e4d-Audio_SP22,H1,i,233,360.3237859566108,-0.9034495311377905,2294.5494290786373,1.2906179964503177
e90f8e4d-Audio_SP22,H1,e,344,466.89362349532723,-0.2903052362198636,1933.6913702199954,0.6377132681323865
e90f8e4d-Audio_SP22,H1,a,396,635.5997704691185,0.6803372450261602,1483.4476461909483,-0.17691799504024378
e90f8e4d-Audio_SP22,H1,o,358,477.77870233836165,-0.22767847290220633,1001.3895800725409,-1.0491113213802212
e90f8e4d-Audio_SP22,H1,u,58,401.10769726932904,-0.6688013124356913,763.3429625666448,-1.4798118650268648
e90f8e4d-Audio_SP22,H2,i,206,363.5138119389799,-1.0750344491826862,2377.6649394238784,1.2946862521719873
e90f8e4d-Audio_SP22,H2,e,282,488.69803100418466,-0.21900901264077793,2011.8869751748875,0.6865251849610496
e90f8e4d-Audio_SP22,H2,a,298,662.7584765305385,0.9712382084467801,1436.4741223895833,-0.270185521642885
e90f8e4d-Audio_SP22,H2,o,312,496.3812123312157,-0.16647045228057275,1009.2130794760378,-0.9805714858970913
e90f8e4d-Audio_SP22,H2,u,77,397.73114924875466,-0.8410519925549472,819.8234762703597,-1.2954602830959754
f061152e-Audio_SP12,H1,i,218,473.51767540150433,-0.9318468760634222,2453.9832810080034,1.5552421877979166
f061152e-Audio_SP12,H1,e,377,585.9717342291133,-0.3698883124216606,1897.79323553778,0.3153752645465278
f061152e-Audio_SP12,H1,a,445,811.298665366636,0.7561217212931957,1721.1353771618833,-0.07843299778496511
f061152e-Audio_SP12,H1,o,272,594.5838351663401,-0.3268516810801365,1245.3024302136982,-1.1391667105135088
f061152e-Audio_SP12,H1,u,51,490.0336967984292,-0.849312552642329,976.654606468317,-1.7380403390117736
f061152e-Audio_SP12,H2,i,244,479.5580233375342,-0.9017594066588869,2456.6634399535787,1.4893211469826402
f061152e-Audio_SP12,H2,e,435,583.656687373359,-0.39436984442559614,1916.19594828562,0.3264773597989021
f061152e-Audio_SP12,H2,a,485,833.1307551751287,0.8215971348137965,1695.492669368213,-0.148377170134339
f061152e-Audio_SP12,H2,o,314,583.4067666563991,-0.39558798842721044,1249.919135212384,-1.1070516952710447
f061152e-Audio_SP12,H2,u,59,482.3688768058703,-0.8880589646406286,1020.335759217886,-1.6010122137695106
fcd45f4d-Audio_SP21,H1,i,235,351.73082120126304,-1.2242524247332738,2030.5412796431583,1.3286737036362117
fcd45f4d-Audio_SP21,H1,e,336,450.6722735407801,-0.27825189265084516,1784.0221439857542,0.7726340565016208
fcd45f4d-Audio_SP21,H1,a,470,564.5684433403844,0.8107339134483722,1356.6080365367177,-0.1914257470204518
fcd45f4d-Audio_SP21,H1,o,399,472.16372070779806,-0.07276753827271348,960.6159032962408,-1.084611281879337
fcd45f4d-Audio_SP21,H1,u,67,417.9579337532165,-0.5910407401357539,816.0825944615716,-1.410615386304366
fcd45f4d-Audio_SP21,H2,i,129,397.3538701264806,-1.1007348923006723,2042.9821246431663,1.282364831798873
fcd45f4d-Audio_SP21,H2,e,260,461.2454553114984,-0.34600778395197623,1827.5187342582035,0.8287508605253365
fcd45f4d-Audio_SP21,H2,a,245,578.7516339598959,1.042048220099189,1311.5255361087802,-0.2575669744651021
fcd45f4d-Audio_SP21,H2,o,304,484.4034194164585,-0.07245152089218945,1006.5585366740872,-0.899612435059506
fcd45f4d-Audio_SP21,H2,u,56,431.6689353322588,-0.6953840176814744,796.4450425972673,-1.341963297060036
