audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
a1a056ce-Audio_SP11,H1,i,137492.67263079746,47437.00798071442,34.501480750246785,90055.66465008304,65.4985192497532
a1a056ce-Audio_SP11,H1,e,112935.56222508529,86119.54667743434,76.25547257275302,26816.015547650954,23.74452742724698
a1a056ce-Audio_SP11,H1,a,468931.25669715425,187741.1934491181,40.03597345407183,281190.0632480362,59.964026545928185
a1a056ce-Audio_SP11,H1,o,147992.21884847857,147972.82910477094,99.98689813298395,19.389743707637535,0.013101867016055533
a1a056ce-Audio_SP11,H1,u,328675.5455880197,166344.61126774945,50.61058344640435,162330.93432027026,49.38941655359566
a1a056ce-Audio_SP11,H2,i,181594.1669243476,58114.36050593854,32.002327767581356,123479.80641840908,67.99767223241865
a1a056ce-Audio_SP11,H2,e,133559.79061583022,76217.68696372636,57.06634205721242,57342.10365210386,42.93365794278759
a1a056ce-Audio_SP11,H2,a,340329.53097518854,60788.80792606076,17.861749390913868,279540.7230491278,82.13825060908614
a1a056ce-Audio_SP11,H2,o,176432.2395329263,99157.78003237351,56.20162182086251,77274.45950055278,43.798378179137494
a1a056ce-Audio_SP11,H2,u,80753.67985256588,56472.29856410058,69.93154821824038,24281.3812884653,30.068451781759613
