vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,315.3596692199635,1946.5212799332733,314.8978374639817,1932.6062919008643,-0.46183175598179105,-13.914988032408928,13.922649909874087
e,412.0218455108603,1732.0809470721103,399.379607389188,1735.5737288465389,-12.642238121672335,3.492781774428522,13.115857167903489
a,542.9120133617827,1461.811168663228,545.1547014654396,1447.7184722613144,2.242688103656974,-14.0926964019136,14.270029495652523
o,421.02926488359196,1182.5094328057262,415.12628783626604,1141.0056056632568,-5.902977047325919,-41.50382714246939,41.92150767199619
u,357.4355906380181,1099.1108030154733,354.8022500480812,985.1773766921594,-2.6333405899368927,-113.93342632331382,113.96385442951896
