half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,513,315.3596692199635,1946.5212799332733,318.6084802078625,1941.1282573910769,51.69644991989887,223.91723692138805,46.0845933789617,272.05513161722956,181.8524303657706,145.35849649113794
H1,e,818,412.0218455108603,1732.0809470721103,409.3989865969329,1729.0283152762293,49.61289181123821,153.61689551994428,58.89563736653781,237.96220180988712,138.31447283122841,127.24017647936614
H1,a,867,542.9120133617827,1461.811168663228,547.8941688913085,1448.4273910647423,123.11323435950088,129.57248404592042,144.52656147833085,193.10472163292548,157.00820093269346,153.04620611123363
H1,o,612,421.02926488359196,1182.5094328057262,415.5620207287025,1166.5865248025668,56.92828056916534,193.88686014581452,75.08693908630414,253.8873550163239,165.31358347845898,135.36426170398786
H1,u,166,357.4355906380181,1099.1108030154733,361.3668070442688,1140.8469693362467,66.04870547263539,364.71587984391647,63.87780942313549,351.4118181504326,268.557061513178,181.67239936047156
H2,i,383,314.8978374639817,1932.6062919008643,319.43486931782564,1939.6048099808017,68.13312312353605,218.16466505034765,61.149492617751946,279.88120805465405,185.25209100321447,156.25322226510863
H2,e,634,399.379607389188,1735.5737288465389,396.744255241991,1733.117664268684,53.96058751673027,141.5592664007867,69.4087925634509,171.91581693841704,125.34076046935539,104.22337402194108
H2,a,706,545.1547014654396,1447.7184722613144,543.6657218027033,1439.998408665212,120.94904577041243,144.29447026732993,152.22098228455872,209.4832062029127,164.8081176249667,152.23845484729577
H2,o,598,415.12628783626604,1141.0056056632568,413.5115675791036,1139.3967432343475,63.24371904345837,186.5320327365904,60.717589537568585,235.105614997844,159.28063744782435,132.21349040524848
H2,u,136,354.8022500480812,985.1773766921594,357.0706535733153,1051.317134864915,55.57631743082937,331.21795733148014,72.1280140069689,380.3284347020958,257.6011346937244,204.13363160328657
