half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,235.2195414562718,181.8524303657706,161.55680088519654,1.4559556773064635,0.686834095011747,0.08380495159348618,0.24982086628595615,513
H1,e,i,235.2195414562718,138.31447283122841,161.55680088519654,1.4559556773064635,0.686834095011747,0.2038966802238077,0.2740448030986391,818
H1,a,e,300.29650207957627,157.00820093269346,147.95686627308257,2.029621940798083,0.4927025964287627,0.18493193153337256,0.2655197386243391,867
H1,o,u,104.87843846541494,165.31358347845898,222.99268617051357,0.47032232431703436,2.126201433138694,0.15494276165214943,0.23750425735895156,612
H1,u,o,104.87843846541494,268.557061513178,222.99268617051357,0.47032232431703436,2.126201433138694,-0.2600362206201731,-0.2910923386405347,166
H2,i,e,214.38050366918216,185.25209100321447,158.15916580473544,1.355473156287749,0.7377497631444891,0.06902221459452841,0.2254694844051559,383
H2,e,i,214.38050366918216,125.34076046935539,158.15916580473544,1.355473156287749,0.7377497631444891,0.25441172433122183,0.34911999405561167,634
H2,a,e,322.6624037545828,164.8081176249667,146.4104194893949,2.203821318727623,0.45375729488693317,0.1558468284015681,0.25551081242448687,706
H2,o,u,167.09705706366915,159.28063744782435,214.15959710141362,0.7802454773228847,1.2816479288430087,0.18984741650555034,0.26041381062755714,598
H2,u,o,167.09705706366915,257.6011346937244,214.15959710141362,0.7802454773228847,1.2816479288430087,-0.19421890952607676,-0.1959749671614059,136
