audio,mean_centroid_shift,median_centroid_shift,max_centroid_shift,distance_matrix_correlation,vowel_space_area_H1,vowel_space_area_H2,vowel_space_area_abs_diff,mean_pairwise_distance_H1,mean_pairwise_distance_H2,mean_pairwise_distance_abs_diff,silhouette_H1,silhouette_H2,silhouette_abs_diff,classification_accuracy_H1_centroids_to_H2_tokens,classification_accuracy_H2_centroids_to_H1_tokens,classification_accuracy_mean
501e6487-Audio_SP19,39.43877973498905,14.270029495652523,113.96385442951896,0.9873685480389163,90016.29265442071,99401.42363417929,9385.13097975857,469.26753213699294,516.6922079151575,47.424675778164556,0.1411136052702605,0.1577725860321497,0.01665898076188918,0.6251526251526252,0.6545698924731183,0.6398612588128717
