speaker_id,audio_id,vowel,n_tokens,mean_F1_Hz,median_F1_Hz,mean_F1_lobanov,median_F1_lobanov,mean_F2_Hz,median_F2_Hz,mean_F2_lobanov,median_F2_lobanov,mean_F3_Hz,median_F3_Hz,mean_F3_lobanov,median_F3_lobanov
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,a,818,690.4777681695041,695.3452846310845,1.123798419303078,1.1635428021806717,1570.2459403917092,1555.298443972616,-0.10030733240039157,-0.1340925417617873,2402.7625709661893,2413.245186411017,-0.38314820342517414,-0.3430451351596221
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,e,756,514.4726350109269,512.2325432020702,-0.3133236645953806,-0.3316145254963933,1906.4841114444766,1899.5119713101822,0.6596779310715595,0.6439190904249585,2509.884277350042,2526.672067187652,0.026664512346395393,0.09088912169401442
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,i,478,428.4290058987924,406.54245443277824,-1.015889535014658,-1.1945982231518957,2167.5974734590486,2181.26172367719,1.2498616886305696,1.2807464295559265,2678.4955177844304,2659.0413441384453,0.6717161333915734,0.5972908091124347
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,o,714,535.6580090342944,529.2476879146652,-0.14034025031507624,-0.19268198535754055,1103.6673829820334,1077.7578147473548,-1.1548955927787992,-1.2134579207251597,2496.2448646428193,2479.954871794016,-0.02551543279979866,-0.08783563320200122
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16,u,137,466.49373469440116,463.396465367674,-0.7050823364513757,-0.7303722474292019,1002.6426601218989,919.3433210048148,-1.3832376051673663,-1.57151566410316,2484.5875140759117,2461.9849218359177,-0.07011265455620805,-0.1565828016630655
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,a,988,700.578830811424,701.0597997834732,0.8115242091439745,0.8154048054028055,1543.9384577718376,1539.8764967645131,-0.19011442810645057,-0.20101070147695757,2439.872781208311,2446.806645527689,-0.21117172933353442,-0.17955236767739796
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,e,1081,563.6075354400077,560.2639359192885,-0.2935996705129161,-0.32057679491212915,1887.3984407224227,1900.8711909960768,0.7312223004616039,0.7673631619247244,2575.75687681332,2594.9806320435373,0.4084781750126213,0.4961411059578592
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,i,429,474.2814938311682,426.9308272026432,-1.014307913721617,-1.3963467362863027,2052.272092313361,2120.1437133261416,1.1734984267191406,1.355565102229116,2722.4711568432945,2729.198616917964,1.0775151891091952,1.1081933194172426
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,o,862,603.2233024930111,601.7086366057465,0.026031753446991164,0.013810992614009166,1195.0637710046005,1186.8986769957319,-1.1259761836011986,-1.147879174854954,2326.4988886726246,2332.2288388123734,-0.7281720548852441,-0.7020427051611644
0af9ac47-Audio_SP14,0af9ac47-Audio_SP14,u,106,516.1536566388143,484.65174249209815,-0.6764712386275196,-0.930637759313738,1138.428211728437,1057.714179375334,-1.2779019493217136,-1.4944185923346585,2346.544002530545,2353.4681350157152,-0.636763617206314,-0.6051886340339817
0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,a,851,608.7157390964645,596.9263783901112,1.2095014984042096,1.1020285479540415,1565.90490868761,1554.3510167822085,-0.1976389246377398,-0.2222806750738623,2674.6174645167534,2698.449041933972,-0.018430815820321297,0.09718502201960026
0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,e,909,446.6758576103032,442.384582697831,-0.26766970601302836,-0.30678938243344955,1926.6922732988392,1927.607964265924,0.5718361814172067,0.5737891361853715,2689.9396990155096,2697.657604392361,0.055903037459299615,0.09334546440789195
0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,i,678,374.4996392136698,359.2555937144738,-0.9256350814588368,-1.0646012720269393,2232.14616743552,2252.874415198773,1.2232979304698333,1.2675064372260199,2785.9512528954738,2800.875547319224,0.5216907631230089,0.5940940612246661
0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,o,918,465.1573064840306,466.2474762760978,-0.09919103371462246,-0.08925294063532868,1138.3227948181293,1169.4068830621834,-1.109571615993075,-1.043276522416313,2608.601382102091,2642.3227969526242,-0.3386993631203392,-0.1751042488382655
0e6115f2-Audio_SP19,0e6115f2-Audio_SP19,u,139,422.8978769601841,403.1577607606431,-0.48443207335989563,-0.6643848785234968,1110.705866603519,982.3435833373592,-1.1684720677584737,-1.4422388102166417,2562.8791684648236,2591.9276888723207,-0.5605148118010141,-0.41958964490474604
0f786745-Audio_SP20,0f786745-Audio_SP20,a,1175,610.6560963942061,608.8561310113683,0.8305992454005171,0.8143853723192388,840.9271872444269,775.9764613627284,-0.7903298066285488,-0.8942696192563664,1566.0445542221553,1459.8053445531432,-1.068307374917663,-1.2239443200540565
0f786745-Audio_SP20,0f786745-Audio_SP20,e,881,506.3710787290556,501.73360519570485,-0.10878773216228221,-0.15056153959461913,1942.2583730224267,1918.3021194578173,0.9721163483141606,0.9337794633453106,2778.9204229987345,2589.6811669011304,0.7085158491456858,0.43128656806693677
0f786745-Audio_SP20,0f786745-Audio_SP20,i,555,400.9383137465918,368.0580210926198,-1.0585134804090803,-1.3546952275970745,2208.474166862155,2200.251106599985,1.3981380648484163,1.3849788070991806,2820.108281874868,2700.320348553424,0.7688547066368309,0.5933693273269215
0f786745-Audio_SP20,0f786745-Audio_SP20,o,843,507.93624790278125,503.8187965157098,-0.09468887527565237,-0.13177838535448522,939.9376048665581,935.7038259934844,-0.6318847066524442,-0.6386599686191298,2422.2107682152796,2476.687529953062,0.18594794654062988,0.26575460929919775
0f786745-Audio_SP20,0f786745-Audio_SP20,u,223,412.5047123837482,392.6738190139528,-0.9543247436153413,-1.1329590613927794,855.382968691957,819.2969870574867,-0.7671964051977216,-0.8249443382448344,2440.9559795969826,2501.689533999911,0.21340906418705738,0.30238172224800874
12c532f8-Audio_SP15,12c532f8-Audio_SP15,a,1039,634.3637253807381,622.3425917699177,1.05270624061594,0.9578003942960959,1503.8837968795656,1522.9714571901743,-0.16271569770344058,-0.11835594583665913,2349.3635681940787,2307.1108022884587,-0.2894485318449357,-0.3938253475455067
12c532f8-Audio_SP15,12c532f8-Audio_SP15,e,849,441.9852809006189,436.1538251582683,-0.4661055185884306,-0.5121443748578876,1895.9001034840155,1912.862381987955,0.748330800700583,0.7877511619856064,2458.2464757679154,2434.614961956544,-0.020475579821810974,-0.07885240105345766
12c532f8-Audio_SP15,12c532f8-Audio_SP15,i,495,354.77322120097756,338.1659084412683,-1.1546374493575113,-1.2857507971985054,2114.951132870035,2141.351879809536,1.2574057292986291,1.3187611057186008,2546.3706785935124,2466.026994468289,0.19721723814974976,-0.001255399816133476
12c532f8-Audio_SP15,12c532f8-Audio_SP15,o,804,494.79734304445265,492.35126714639387,-0.04915869677245561,-0.06847026178649729,1110.4108311054674,1104.242746902523,-1.0771474742541083,-1.091482111411495,2559.562421019904,2448.4146495208493,0.22980473954751596,-0.044763095542848005
12c532f8-Audio_SP15,12c532f8-Audio_SP15,u,155,429.9540897599454,424.9503410050058,-0.5610907682668511,-0.6005949469685974,955.7758544917742,906.9393148913596,-1.4365193973125103,-1.5500155903216972,2559.864105568606,2530.405040377488,0.2305499895178948,0.1577773945821524
181d5ce9-Audio_SP21,181d5ce9-Audio_SP21,a,454,615.470727848535,610.0511714300974,1.033760934874823,0.9891385509495809,1486.7683650295894,1479.1817640776362,-0.13210998691406078,-0.15136225303277606,2640.8077249105463,2633.0746000816157,-0.035511644170254854,-0.06979016849551886
181d5ce9-Audio_SP21,181d5ce9-Audio_SP21,e,464,456.5670077665789,458.876091166838,-0.27458651225633746,-0.2555744754683773,1813.7750857120836,1811.3348776266412,0.6977241442150967,0.6915317089277387,2625.8398807026006,2619.4631583979617,-0.1018594173058117,-0.1301254333692373
