source_file,audio_id,audio_path,audio_duration,split_time,time_basis,split_basis,total_rows,H1_rows,H2_rows,min_token_time,max_token_time
1c403477-Audio_SP13.csv,1c403477-Audio_SP13,data/raw/sound/1c403477-Audio_SP13.v0.wav,2864.832,1432.416,time column: time,audio_duration,3483,1956,1527,23.99875,2855.85075
