n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,35,0.813953488372093,0.5813953488372093,0.813953488372093,0.9069767441860465,2.5348837209302326,1.0,0.7163181551690443,0.5109511559515526,1.0646015198296892,0.4803216972037482,1.0108516524068227,0.0,0.0,1.0,0.0,10,10,30,20
