pseudo_F,R2,SS_total,SS_between,SS_within,df_between,df_within,p_value,permutations,valid_permutations
486.8332535099649,0.902657587570706,54210016.6564483,48933082.85727741,5276933.79917089,4,210,0.0001,9999,9999
