audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
adad0062-Audio_SP17,H1,i,141254.34318227088,38072.29824434078,26.95301070864298,103182.0449379301,73.04698929135701
adad0062-Audio_SP17,H1,e,84559.18607025754,46536.482656456494,55.034213098729225,38022.70341380104,44.96578690127077
adad0062-Audio_SP17,H1,a,123846.55766282196,21408.435182987978,17.2862577587933,102438.12247983398,82.7137422412067
adad0062-Audio_SP17,H1,o,86319.80255441832,54058.36528831713,62.62568227520827,32261.437266101188,37.37431772479173
adad0062-Audio_SP17,H1,u,97437.31040041015,41114.11451744487,42.195453003053956,56323.19588296528,57.80454699694605
adad0062-Audio_SP17,H2,i,161052.51147470778,54152.85244896634,33.62434522324769,106899.65902574144,66.37565477675231
adad0062-Audio_SP17,H2,e,87302.05775000891,65963.63777537295,75.55794155993559,21338.419974635966,24.442058440064418
adad0062-Audio_SP17,H2,a,120029.44928939412,15319.204550350518,12.762871646120377,104710.2447390436,87.23712835387963
adad0062-Audio_SP17,H2,o,73529.5036590688,52860.62933785723,71.89036605354215,20668.874321211566,28.109633946457848
adad0062-Audio_SP17,H2,u,171858.97832097777,52211.17005403555,30.380239987533113,119647.80826694221,69.6197600124669
