pair,centroid_distance_H1,centroid_distance_H2
i-e,220.3676934685657,210.7929598748746
i-a,596.5227656538218,601.1830398893148
i-o,911.9914522976883,893.6661478178927
i-u,1040.743858671609,924.3667457821209
e-a,379.9889244537584,395.644154370566
e-o,719.6673307024329,707.7591136423201
e-u,864.1199347186835,755.1673433300109
a-o,384.38059712535556,345.35300240485793
a-u,555.2791100817922,431.89872789960094
o-u,178.64831519883197,126.87748056067636
