half,vowel,nearest_vowel,nearest_centroid_distance,within_dispersion_mean,pooled_dispersion_with_nearest,differentiation_score,overlap_risk,silhouette_mean,silhouette_median,n_silhouette_tokens
H1,i,e,220.3676934685657,290.61309504559597,228.9111954198726,0.9626776578767313,1.0387693033258778,-0.16771905597292053,-0.13367091867143932,306
H1,e,i,220.3676934685657,142.63484765347354,228.9111954198726,0.9626776578767313,1.0387693033258778,0.3186666502357429,0.43092729050622547,552
H1,a,e,379.9889244537584,128.7503526207112,135.87007224750982,2.796708047387696,0.357563243304593,0.36968536291463794,0.5022992397825339,473
H1,o,u,178.64831519883197,176.42562505205777,229.81305525671908,0.7773636488983094,1.286399230806861,0.180513138237741,0.2844431804186756,443
H1,u,o,178.64831519883197,272.95069070776566,229.81305525671908,0.7773636488983094,1.286399230806861,-0.17894890830801632,-0.2399001161209882,60
H2,i,e,210.7929598748746,293.78843420509685,233.45664755393545,0.9029212150670293,1.107516340643036,-0.17158215855721556,-0.14976972936600375,257
H2,e,i,210.7929598748746,150.63986358717383,233.45664755393545,0.9029212150670293,1.107516340643036,0.2932297885126711,0.4093762864225706,527
H2,a,o,345.35300240485793,128.7641145903576,154.0735332809419,2.2414816811861633,0.4461334698353692,0.3651112741671177,0.5161937321675247,515
H2,o,u,126.87748056067636,175.77573811282454,269.988373354065,0.4699368309252642,2.1279455752193077,0.17551359637227734,0.2862013574092282,419
H2,u,o,126.87748056067636,338.95476598454803,269.988373354065,0.4699368309252642,2.1279455752193077,-0.2340263944491391,-0.25056386554073257,46
