vowel,f1_centroid_H1,f2_centroid_H1,f1_centroid_H2,f2_centroid_H2,f1_shift_H2_minus_H1,f2_shift_H2_minus_H1,centroid_shift_distance
i,355.08682667951507,1981.1467761727774,400.79514194038194,2019.861208635759,45.70831526086687,38.71443246298168,59.900395365285895
e,450.6722735407801,1784.0221439857542,461.2454553114984,1827.5187342582035,10.573181770718293,43.49659027244934,44.76321635099497
a,564.5684433403844,1356.5139867152939,577.8401775132819,1313.4135180091107,13.271734172897482,-43.100468706183165,45.09755348850677
o,472.2662236242264,960.6159032962408,483.6435350223031,1006.5585366740872,11.3773113980767,45.94263337784639,47.3304212567352
u,417.9579337532165,816.0825944615716,431.6689353322588,796.4450425972673,13.711001579042318,-19.637551864304328,23.950469881063782
