vowel,social_variable,cluster,category,observed,expected,std_residual,row_percent,column_percent,total_percent
u,Sex,4,F,1,0.23255813953488372,1.59140131316236,100.0,10.0,2.3255813953488373
u,Sex,4,M,0,0.7674418604651163,-0.8760375907831333,0.0,0.0,0.0
u,Sex,5,F,1,0.6976744186046512,0.3619499301533079,33.33333333333333,10.0,2.3255813953488373
u,Sex,5,M,2,2.302325581395349,-0.19924687894440463,66.66666666666666,6.0606060606060606,4.651162790697675
u,Sex,6,F,1,1.627906976744186,-0.4921307661891302,14.285714285714285,10.0,2.3255813953488373
u,Sex,6,M,6,5.372093023255814,0.27090907063905284,85.71428571428571,18.181818181818183,13.953488372093023
u,Sex,7,F,2,2.7906976744186047,-0.47331913943124887,16.666666666666664,20.0,4.651162790697675
u,Sex,7,M,10,9.209302325581396,0.2605536109272981,83.33333333333334,30.303030303030305,23.25581395348837
u,Sex,8,F,0,1.627906976744186,-1.275894579008856,0.0,0.0,0.0
u,Sex,8,M,7,5.372093023255814,0.7023568498049516,100.0,21.21212121212121,16.27906976744186
a,Age,1,18-24,5,3.0232558139534884,1.1368757993660774,50.0,38.46153846153847,11.627906976744185
a,Age,1,25-34,4,3.953488372093023,0.023392212858877257,40.0,23.52941176470588,9.30232558139535
a,Age,1,35-44,1,2.3255813953488373,-0.8692418508958466,10.0,10.0,2.3255813953488373
a,Age,1,45-64,0,0.6976744186046512,-0.8352690695845568,0.0,0.0,0.0
a,Age,2,18-24,1,0.6046511627906976,0.5084263138713924,50.0,7.6923076923076925,2.3255813953488373
a,Age,2,25-34,0,0.7906976744186046,-0.8892118276421005,0.0,0.0,0.0
a,Age,2,35-44,1,0.46511627906976744,0.7842934903910446,50.0,10.0,2.3255813953488373
a,Age,2,45-64,0,0.13953488372093023,-0.3735436838188142,0.0,0.0,0.0
a,Age,3,18-24,7,9.372093023255815,-0.7748424771828667,22.58064516129032,53.84615384615385,16.27906976744186
a,Age,3,25-34,13,12.255813953488373,0.21257414595881072,41.935483870967744,76.47058823529412,30.23255813953488
a,Age,3,35-44,8,7.209302325581396,0.29448545026894785,25.806451612903224,80.0,18.6046511627907
a,Age,3,45-64,3,2.1627906976744184,0.5692811434213011,9.67741935483871,100.0,6.976744186046512
e,Age,1,18-24,6,6.348837209302325,-0.13844450018688312,28.57142857142857,46.15384615384615,13.953488372093023
e,Age,1,25-34,9,8.30232558139535,0.24213240676074757,42.857142857142854,52.94117647058824,20.930232558139537
e,Age,1,35-44,3,4.883720930232558,-0.8523954910073732,14.285714285714285,30.0,6.976744186046512
e,Age,1,45-64,3,1.4651162790697674,1.268058918949317,14.285714285714285,100.0,6.976744186046512
e,Age,2,18-24,7,6.651162790697675,0.13526144251242303,31.818181818181817,53.84615384615385,16.27906976744186
e,Age,2,25-34,8,8.69767441860465,-0.23656540038248836,36.36363636363637,47.05882352941176,18.6046511627907
e,Age,2,35-44,7,5.116279069767442,0.8327975726670732,31.818181818181817,70.0,16.27906976744186
e,Age,2,45-64,0,1.5348837209302326,-1.2389042420341583,0.0,0.0,0.0
i,Age,1,18-24,3,2.7209302325581395,0.16918197377512545,33.33333333333333,23.076923076923077,6.976744186046512
i,Age,1,25-34,5,3.558139534883721,0.7643842788371528,55.55555555555556,29.411764705882355,11.627906976744185
i,Age,1,35-44,1,2.0930232558139537,-0.7555137547336458,11.11111111111111,10.0,2.3255813953488373
i,Age,1,45-64,0,0.627906976744186,-0.7924058156930615,0.0,0.0,0.0
i,Age,2,18-24,10,10.279069767441861,-0.08704340740215329,29.411764705882355,76.92307692307693,23.25581395348837
i,Age,2,25-34,12,13.44186046511628,-0.3932724669772462,35.294117647058826,70.58823529411765,27.906976744186046
i,Age,2,35-44,9,7.906976744186046,0.38870861997757405,26.47058823529412,90.0,20.930232558139537
i,Age,2,45-64,3,2.372093023255814,0.4076894287501668,8.823529411764707,100.0,6.976744186046512
o,Age,1,18-24,2,1.813953488372093,0.1381365031419942,33.33333333333333,15.384615384615385,4.651162790697675
o,Age,1,25-34,3,2.372093023255814,0.4076894287501668,50.0,17.647058823529413,6.976744186046512
o,Age,1,35-44,1,1.3953488372093024,-0.3346871731572171,16.666666666666664,10.0,2.3255813953488373
o,Age,1,45-64,0,0.4186046511627907,-0.6469966392206304,0.0,0.0,0.0
o,Age,2,18-24,11,11.186046511627907,-0.05562669031790437,29.72972972972973,84.61538461538461,25.581395348837212
o,Age,2,25-34,14,14.627906976744185,-0.1641739372514525,37.83783783783784,82.35294117647058,32.55813953488372
o,Age,2,35-44,9,8.604651162790697,0.13477639372015876,24.324324324324326,90.0,20.930232558139537
o,Age,2,45-64,3,2.5813953488372094,0.2605414272696297,8.108108108108109,100.0,6.976744186046512
u,Age,1,18-24,0,0.9069767441860465,-0.9523532664857335,0.0,0.0,0.0
u,Age,1,25-34,3,1.186046511627907,1.6656175448600299,100.0,17.647058823529413,6.976744186046512
u,Age,1,35-44,0,0.6976744186046512,-0.8352690695845568,0.0,0.0,0.0
u,Age,1,45-64,0,0.20930232558139536,-0.457495710997814,0.0,0.0,0.0
u,Age,2,18-24,2,1.5116279069767442,0.3972175136252055,40.0,15.384615384615385,4.651162790697675
u,Age,2,25-34,3,1.9767441860465116,0.7277948629367343,60.0,17.647058823529413,6.976744186046512
u,Age,2,35-44,0,1.1627906976744187,-1.078327732034384,0.0,0.0,0.0
u,Age,2,45-64,0,0.3488372093023256,-0.5906244232186184,0.0,0.0,0.0
u,Age,3,18-24,3,1.5116279069767442,1.210567660572055,60.0,23.076923076923077,6.976744186046512
u,Age,3,25-34,1,1.9767441860465116,-0.6947132782577918,20.0,5.88235294117647,2.3255813953488373
u,Age,3,35-44,1,1.1627906976744187,-0.15096588248481382,20.0,10.0,2.3255813953488373
u,Age,3,45-64,0,0.3488372093023256,-0.5906244232186184,0.0,0.0,0.0
u,Age,4,18-24,0,0.3023255813953488,-0.5498414147691576,0.0,0.0,0.0
u,Age,4,25-34,0,0.3953488372093023,-0.6287677132370127,0.0,0.0,0.0
u,Age,4,35-44,1,0.23255813953488372,1.59140131316236,100.0,10.0,2.3255813953488373
u,Age,4,45-64,0,0.06976744186046512,-0.26413527189768715,0.0,0.0,0.0
u,Age,5,18-24,2,0.9069767441860465,1.1477077826879354,66.66666666666666,15.384615384615385,4.651162790697675
u,Age,5,25-34,0,1.186046511627907,-1.0890576254854043,0.0,0.0,0.0
u,Age,5,35-44,1,0.6976744186046512,0.3619499301533079,33.33333333333333,10.0,2.3255813953488373
u,Age,5,45-64,0,0.20930232558139536,-0.457495710997814,0.0,0.0,0.0
u,Age,6,18-24,2,2.116279069767442,-0.07993096945072037,28.57142857142857,15.384615384615385,4.651162790697675
u,Age,6,25-34,3,2.7674418604651163,0.13979521022284963,42.857142857142854,17.647058823529413,6.976744186046512
u,Age,6,35-44,2,1.627906976744186,0.2916330466305957,28.57142857142857,20.0,4.651162790697675
u,Age,6,45-64,0,0.4883720930232558,-0.6988362419217078,0.0,0.0,0.0
u,Age,7,18-24,3,3.627906976744186,-0.3296607460912153,25.0,23.076923076923077,6.976744186046512
u,Age,7,25-34,4,4.744186046511628,-0.3416651374071858,33.33333333333333,23.52941176470588,9.30232558139535
u,Age,7,35-44,4,2.7906976744186047,0.7238998603066158,33.33333333333333,40.0,9.30232558139535
u,Age,7,45-64,1,0.8372093023255814,0.17791499872137206,8.333333333333332,33.33333333333333,2.3255813953488373
u,Age,8,18-24,1,2.116279069767442,-0.7673373067269142,14.285714285714285,7.6923076923076925,2.3255813953488373
u,Age,8,25-34,3,2.7674418604651163,0.13979521022284963,42.857142857142854,17.647058823529413,6.976744186046512
u,Age,8,35-44,1,1.627906976744186,-0.4921307661891302,14.285714285714285,10.0,2.3255813953488373
u,Age,8,45-64,2,0.4883720930232558,2.1630645583290957,28.57142857142857,66.66666666666666,4.651162790697675
a,CivilStatus,1,Cohabitation,3,2.142857142857143,0.5855400437691199,30.0,33.33333333333333,7.142857142857142
a,CivilStatus,1,Divorced,1,0.47619047619047616,0.7590721152765897,10.0,50.0,2.380952380952381
a,CivilStatus,1,Married,0,2.380952380952381,-1.543033499620919,0.0,0.0,0.0
a,CivilStatus,1,Single,6,5.0,0.4472135954999579,60.0,28.57142857142857,14.285714285714285
a,CivilStatus,2,Cohabitation,1,0.42857142857142855,0.8728715609439696,50.0,11.11111111111111,2.380952380952381
a,CivilStatus,2,Divorced,0,0.09523809523809523,-0.3086066999241838,0.0,0.0,0.0
a,CivilStatus,2,Married,1,0.47619047619047616,0.7590721152765897,50.0,10.0,2.380952380952381
a,CivilStatus,2,Single,0,1.0,-1.0,0.0,0.0,0.0
a,CivilStatus,3,Cohabitation,5,6.428571428571429,-0.5634361698190111,16.666666666666664,55.55555555555556,11.904761904761903
a,CivilStatus,3,Divorced,1,1.4285714285714286,-0.3585685828003181,3.3333333333333335,50.0,2.380952380952381
a,CivilStatus,3,Married,9,7.142857142857143,0.6948792289723033,30.0,90.0,21.428571428571427
a,CivilStatus,3,Single,15,15.0,0.0,50.0,71.42857142857143,35.714285714285715
e,CivilStatus,1,Cohabitation,3,4.285714285714286,-0.6210590034081187,15.0,33.33333333333333,7.142857142857142
e,CivilStatus,1,Divorced,1,0.9523809523809523,0.04879500364742671,5.0,50.0,2.380952380952381
e,CivilStatus,1,Married,7,4.761904761904762,1.0256240841091644,35.0,70.0,16.666666666666664
e,CivilStatus,1,Single,9,10.0,-0.31622776601683794,45.0,42.857142857142854,21.428571428571427
e,CivilStatus,2,Cohabitation,6,4.714285714285714,0.592156525463792,27.27272727272727,66.66666666666666,14.285714285714285
e,CivilStatus,2,Divorced,1,1.0476190476190477,-0.046524210519923594,4.545454545454546,50.0,2.380952380952381
e,CivilStatus,2,Married,3,5.238095238095238,-0.9778941948273627,13.636363636363635,30.0,7.142857142857142
e,CivilStatus,2,Single,12,11.0,0.30151134457776363,54.54545454545454,57.14285714285714,28.57142857142857
i,CivilStatus,1,Cohabitation,3,1.9285714285714286,0.7715167498104596,33.33333333333333,33.33333333333333,7.142857142857142
i,CivilStatus,1,Divorced,0,0.42857142857142855,-0.6546536707079772,0.0,0.0,0.0
i,CivilStatus,1,Married,1,2.142857142857143,-0.7807200583588265,11.11111111111111,10.0,2.380952380952381
i,CivilStatus,1,Single,5,4.5,0.23570226039551587,55.55555555555556,23.809523809523807,11.904761904761903
i,CivilStatus,2,Cohabitation,6,7.071428571428571,-0.40291148201269006,18.181818181818183,66.66666666666666,14.285714285714285
