audio,source_file,token_id,vowel_raw,vowel,f1,f2,time,dur,word,file_name
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-1-4,o,o,459.62025016780746,1052.428517799283,33.58375,0.1199999999999974,Bueno,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-5-9,o,o,513.5851009329884,1079.8131874513504,35.182750000000006,0.2299999999999968,estudiando,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-7-12,o,o,529.6960481703784,1639.442858995012,36.02275,0.0500000000000042,administración,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-21-10,o,o,493.0054966803532,1246.374749271892,41.64875000000001,0.0899999999999963,finalizando,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-33-1,o,o,551.6428241396383,1258.6073050817324,46.41275,0.0500000000000042,lo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-42-6,o,o,617.909184994178,1052.6778634967598,62.05575,0.0700000000000002,trabajo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-43-3,o,o,541.2522579792236,1150.857611986225,62.33775,0.0799999999999983,como,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-61-5,o,o,518.7833720839812,1028.700779344476,67.90075,0.1599999999999966,empleo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-69-5,o,o,492.0296198086523,1094.1392343749244,69.88575,0.1299999999999954,pronto,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-74-9,o,o,512.2785905915464,1163.6910218602925,71.80575,0.1899999999999977,trabajando,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-83-6,o,o,535.8017185706512,1117.484513608059,73.28375,0.1199999999999903,ejemplo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-85-4,o,o,461.3728022133305,838.1674063196543,73.77275,0.2299999999999897,Microworkers,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-88-3,o,o,485.84485798149296,820.0646209180015,74.88775,0.0799999999999983,poco,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-90-5,o,o,439.141594774888,986.7544105490042,75.32375,0.0600000000000022,tiempo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-99-3,o,o,480.90217293392897,896.6953231456183,77.80375000000001,0.059999999999988,poco,061ea7d0-Audio_SP16.v0
