audio,source_file,token_id,vowel_raw,vowel,f1,f2,time,dur,word,file_name
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-3-0,a,a,538.8587911246963,1408.4359958516718,33.725750000000005,0.0700000000000002,actualmente,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-7-0,a,a,699.3010427740544,1310.0275642838817,35.41875,0.0900000000000034,administración,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-9-6,a,a,525.858521359868,1523.2948954048777,36.56875,0.1499999999999985,empresas,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-32-0,a,a,525.2508446082517,1993.0893242839568,46.28775,0.0799999999999983,a,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-42-2,a,a,733.220579094283,1442.1574825518371,61.82375,0.0599999999999951,trabajo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-54-1,a,a,747.9236069817508,1636.6014211507684,66.07575,0.0699999999999931,la,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-55-3,a,a,460.6143186700602,1722.988513186369,66.35375,0.0600000000000022,casa,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-72-0,a,a,857.4817246950379,1620.2914462122055,70.71875,0.1500000000000056,a,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-74-2,a,a,727.5887254735136,1446.6780512317475,71.23575,0.0700000000000073,trabajando,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-74-4,a,a,708.4249293179761,1266.8783110802476,71.35575,0.0699999999999931,trabajando,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-95-3,a,a,674.5619909367773,1587.770608493743,76.75274999999999,0.0500000000000113,Para,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-107-0,a,a,790.5575277033101,1543.04304821178,94.54775,0.1999999999999886,Actualmente,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-109-0,a,a,699.0019409595521,1483.9686582589495,95.57275,0.1699999999999875,actualmente,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-115-0,a,a,663.9492714462269,1228.6064485228935,98.47275,0.0500000000000113,aplicar,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-118-0,a,a,632.4861292845891,1272.1517710498065,99.66375,0.059999999999988,alternancia,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-118-10,a,a,558.523047488863,1675.4036948162525,100.40775,0.0799999999999983,alternancia,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-128-1,a,a,714.4657316562291,1352.5322984583397,103.17575,0.0700000000000073,pandemia,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-131-2,a,a,585.8850902356892,1549.2406259662043,104.02875,0.0899999999999892,esa,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-149-0,a,a,579.1286299283131,1164.3197119793892,108.89775,0.0799999999999983,alternancia,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-163-1,a,a,723.6243173671287,1452.076816839693,112.15775,0.0799999999999983,la,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-164-12,a,a,649.9779996207754,1584.053421181137,112.90275,0.1099999999999994,presencialidad,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-173-1,a,a,770.9037256445707,1399.0169827901984,116.45375,0.0600000000000022,paulatinamente,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-184-5,a,a,668.6307492881008,1631.6523869152456,126.32775,0.0799999999999983,carrera,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-189-5,a,a,716.9927585569955,1507.1300579820838,127.43275,0.2900000000000062,manera,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-202-0,a,a,651.3359023753258,1410.3851779116424,141.85275,0.1099999999999852,a,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-204-4,a,a,559.4684091511093,1360.2622648031977,142.51375000000002,0.0600000000000022,compañero,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-245-2,a,a,709.5720341594332,1325.1137560874006,153.57775,0.1399999999999863,trabajaba,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-245-8,a,a,722.96597840667,1179.019924052596,153.95575,0.0699999999999931,trabajaba,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-248-7,a,a,819.1594898795627,1508.4122223686693,154.84775000000002,0.1999999999999886,funciona,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-267-8,a,a,661.606166400028,1617.6998163985058,160.06074999999998,0.1599999999999966,confianza,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-275-0,a,a,735.4538854087945,1764.9024236689147,161.79775,0.0800000000000125,afianzando,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-278-3,a,a,740.698835986039,1684.145978552359,162.94875,0.0900000000000034,hasta,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-290-1,a,a,730.0966602687305,1583.3215131399863,166.35275,0.1099999999999852,bastante,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-311-1,a,a,628.0087675805376,1611.477897885521,181.29375,0.0600000000000022,la,061ea7d0-Audio_SP16.v0
