audio,source_file,token_id,vowel_raw,vowel,f1,f2,time,dur,word,file_name
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-4-3,y,i,434.2332961595494,1790.3103455496084,34.46075,0.1000000000000014,estoy,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-15-4,y,i,416.8425933361325,2247.393942067168,39.27775,0.0800000000000054,estoy,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-17-0,y,i,409.30442901371606,2015.54830205268,39.74875,0.2100000000000008,ya,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-47-4,y,i,315.10747924080994,2391.8750097776224,63.36775,0.4399999999999977,estoy,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-178-0,y,i,426.8197746639189,1660.7275838999385,124.89575,0.0700000000000073,yo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-186-4,y,i,402.1989358336001,1732.853233565473,126.65775,0.0799999999999983,estoy,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-251-0,y,i,404.7200750220191,2434.2580667061043,155.28875,0.0900000000000034,yo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-384-2,y,i,506.5183865336376,1795.5290586207063,216.36275,0.0500000000000113,muy,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-470-2,y,i,429.36956899943846,2251.590627822563,239.09775,0.1400000000000147,PayPal,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-487-2,y,i,502.0650732444145,1988.4591730565928,242.41875,0.0900000000000034,PayPal,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-500-0,y,i,432.8952810903476,2597.319431205853,246.05875,0.0900000000000034,ya,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-501-0,y,i,497.59759445185176,2043.28859594402,246.19075,0.1000000000000227,yo,061ea7d0-Audio_SP16.v0
061ea7d0-Audio_SP16,061ea7d0-Audio_SP16.csv,0-0-521-0,y,i,534.1757658563425,1774.579336348918,251.63775,0.079999999999984,ya,061ea7d0-Audio_SP16.v0
