n_audios,hungarian_correct,hungarian_accuracy,row_top1_accuracy,row_top3_accuracy,row_top5_accuracy,mean_true_match_rank,median_true_match_rank,mean_reciprocal_rank,mean_true_cost,mean_false_cost,median_true_cost,median_false_cost,weight_centroids,weight_geometry,weight_ellipse,weight_overlap,n_features_centroids,n_features_geometry,n_features_ellipse,n_features_overlap
43,43,1.0,0.8604651162790697,0.9069767441860465,0.9302325581395349,1.744186046511628,1.0,0.8962624584717607,0.4458175968845666,1.0909693447182498,0.4265003748152658,1.066633880360273,0.25,0.25,0.25,0.25,10,10,30,20
