pair,centroid_distance_H1,centroid_distance_H2
i-e,271.3261423290293,309.3583193965791
i-a,687.6826914256634,721.0689502479704
i-o,1014.0506247178091,1062.7117612203597
i-u,1150.9798458460803,1124.8061560167532
e-a,416.71800385854425,412.65328984431966
e-o,756.4455483516559,765.7533947361146
e-u,898.2027921337417,831.1637242902061
a-o,418.21986727177426,429.7745095928082
a-u,565.5293721574071,501.89259229530336
o-u,148.0520521055491,72.15500052896502
