half,vowel_1,vowel_2,pair,centroid_distance,pooled_within_dispersion,pairwise_separation_score,is_consecutive
H1,i,e,i-e,271.3261423290293,193.7210051197937,1.4006025942372433,True
H1,i,a,i-a,687.6826914256634,189.6476200509246,3.6261076792896496,False
H1,i,o,i-o,1014.0506247178091,194.0508973340392,5.22569407639596,False
H1,i,u,i-u,1150.9798458460803,204.5137700670349,5.627884349639712,True
H1,e,a,e-a,416.71800385854425,156.01552862151556,2.6710033772950736,True
H1,e,o,e-o,756.4455483516559,161.33931987031835,4.688538100691594,False
H1,e,u,e-u,898.2027921337417,173.78293220884237,5.168532839889783,False
H1,a,o,a-o,418.21986727177426,156.42495997306062,2.6736133884502813,True
H1,a,u,a-u,565.5293721574071,169.23031493636066,3.3417734427196177,False
H1,o,u,o-u,148.0520521055491,174.15059706652107,0.850138067852831,True
H2,i,e,i-e,309.3583193965791,218.0617141370695,1.4186732440437584,True
H2,i,a,i-a,721.0689502479704,214.62327282004728,3.3596959955622188,False
H2,i,o,i-o,1062.7117612203597,210.78727355154868,5.041631514629702,False
H2,i,u,i-u,1124.8061560167532,239.95029886278894,4.6876630758436875,True
H2,e,a,e-a,412.65328984431966,167.25948363864055,2.467144348812206,True
H2,e,o,e-o,765.7533947361146,162.30791823682426,4.717905343464514,False
H2,e,u,e-u,831.1637242902061,198.71771827247304,4.182635204932007,False
H2,a,o,a-o,429.7745095928082,157.65816942348107,2.7259894692700843,True
H2,a,u,a-u,501.89259229530336,194.9383739005981,2.5746218266457155,False
H2,o,u,o-u,72.15500052896502,190.7068301721686,0.3783556176977199,True
