half,vowel,n_tokens,f1_centroid,f2_centroid,f1_mean,f2_mean,f1_sd,f2_sd,f1_iqr,f2_iqr,within_dispersion_mean,within_dispersion_median
H1,i,356,347.04761940835596,2012.1406251409117,369.9543954728263,2017.083029400841,119.95880406071149,249.8735251810659,71.34393178673702,315.2338261339287,221.70521519475372,176.06392321707446
H1,e,476,443.34218675143603,1758.4770057325272,448.0859028041808,1750.1267193434492,61.96786275947319,187.05644686006121,58.228903118922176,242.44486962108476,160.94239094997383,136.52261391912788
H1,a,639,616.7339676300069,1379.545369334077,618.9876730582669,1395.334620582197,72.94711267224785,167.43141047667518,103.61241499319908,210.46177619927312,150.92792033751627,125.9022800281631
H1,o,522,436.69747703795247,1002.0606419130625,440.83307256608003,1001.7662313371063,63.60472691098216,182.76680555944503,68.61688418010976,257.6482247203785,161.7352746550349,144.17385352796387
H1,u,134,388.93819599229744,861.9233477809637,400.54286563929077,924.4410237072404,75.41386232231203,231.87201233796043,61.393027082454296,292.4930466623929,185.73788479874528,141.52286933570923
H2,i,354,352.12969504849013,2046.877975147766,370.5513560542122,2027.606860534935,96.50635187753313,306.0880136002864,78.77453839486486,392.0415983042021,256.19977662230855,207.74289318380903
H2,e,435,449.8378887420501,1753.3550992675075,453.2542228322921,1766.1515235250013,58.24884250397142,219.73963254264595,58.11189466169088,234.48083930080497,171.64934256638804,133.56235202042265
H2,a,545,619.839667889969,1377.3469441619536,617.7760685545132,1393.9758374020253,75.08311382509004,186.20947552967897,101.80286467281962,228.42689222694685,162.75126091879008,139.17731206216612
H2,o,441,438.5395148253844,987.6850604800916,447.0557700001805,988.7897815980111,59.67879409879663,169.6232220020682,57.94060748207744,251.6628863925714,152.3949600258159,141.22766091506463
H2,u,89,405.8579389450284,923.3557615618578,431.56902901305693,1000.1059819700812,104.43053569687777,291.97497740205165,90.4360749487085,311.7812975657167,222.5173393409212,168.02480226875588
