half,n_tokens,n_vowels_present,min_tokens_per_vowel,vowel_space_area,mean_pairwise_centroid_distance,min_pairwise_centroid_distance,mean_pairwise_separation_score,min_pairwise_separation_score,mean_within_vowel_dispersion,silhouette_by_vowel
H1,2127,5,134,141849.05859131998,632.7206940197254,148.0520521055491,3.5273887916461746,0.850138067852831,176.2097371872048,0.18516953870136552
H2,1864,5,89,132938.6137177966,623.133769816938,72.15500052896502,3.155431564090162,0.3783556176977199,193.10253589484475,0.1846150170934901
