audio,half,vowel_raw,vowel,f1,f2,token_time
2988c6fc-Audio_SP13,H1,i,i,359.02746194892853,2101.384046486952,20.48775
2988c6fc-Audio_SP13,H1,i,i,296.029239198039,2155.0702893981256,29.28375
2988c6fc-Audio_SP13,H1,i,i,374.67815275902296,1936.3195768281328,29.47375
2988c6fc-Audio_SP13,H1,i,i,395.5213063214036,2235.5926238919506,31.50875
2988c6fc-Audio_SP13,H1,i,i,373.2244373440003,2329.392061093972,31.66375
2988c6fc-Audio_SP13,H1,i,i,399.5953255925528,2233.329649543939,34.34375
2988c6fc-Audio_SP13,H1,i,i,253.4080623506142,2035.1158682030853,60.05375
2988c6fc-Audio_SP13,H1,i,i,345.50908704228897,2397.169485998012,69.53375
2988c6fc-Audio_SP13,H1,i,i,386.4055688613419,2247.9520456496903,71.97275
2988c6fc-Audio_SP13,H1,i,i,341.4000811099789,2445.5867880030505,73.11075
2988c6fc-Audio_SP13,H1,i,i,377.7739405560928,2161.708977897022,73.73575
2988c6fc-Audio_SP13,H1,i,i,356.97408246236887,2419.042906158973,81.07375
2988c6fc-Audio_SP13,H1,i,i,391.8153026585167,2186.4386624282984,82.84774999999999
2988c6fc-Audio_SP13,H1,i,i,389.2181757871765,2312.393103431643,88.46375
2988c6fc-Audio_SP13,H1,i,i,366.9770143521616,2314.5860694605744,99.61875
2988c6fc-Audio_SP13,H1,i,i,364.3049383956134,2331.717761962866,103.95375
2988c6fc-Audio_SP13,H1,i,i,330.9561614307549,2406.2785529007424,104.13575
2988c6fc-Audio_SP13,H1,i,i,330.69415790404634,2269.2598471081687,118.40375
2988c6fc-Audio_SP13,H1,i,i,313.83211111386794,2347.5194903575,118.60375
2988c6fc-Audio_SP13,H1,i,i,366.3233645322518,2263.0271110932827,119.97775
2988c6fc-Audio_SP13,H1,i,i,407.3833105993808,2257.5660815305214,134.96874999999997
2988c6fc-Audio_SP13,H1,i,i,329.3442621401747,2581.850643777516,142.60075
2988c6fc-Audio_SP13,H1,i,i,478.3078833995245,2316.2187125710648,144.62375000000003
2988c6fc-Audio_SP13,H1,i,i,425.97730449237,2601.518954587044,163.27375
2988c6fc-Audio_SP13,H1,i,i,303.0874926735551,2396.4081816132425,174.33274999999998
2988c6fc-Audio_SP13,H1,i,i,372.80855988766825,1957.7305790480527,177.54775
2988c6fc-Audio_SP13,H1,i,i,407.5459552524926,2214.224266524867,199.64775
2988c6fc-Audio_SP13,H1,i,i,432.5321223972561,2329.056108267869,201.65375
2988c6fc-Audio_SP13,H1,i,i,343.7096727335714,2432.256774181163,207.92375
2988c6fc-Audio_SP13,H1,i,i,353.60502884633866,2432.1514734867574,212.51075000000003
2988c6fc-Audio_SP13,H1,i,i,310.8362962398387,1865.4736011097048,216.89275
2988c6fc-Audio_SP13,H1,i,i,417.0188816726457,2362.289010406509,248.46375
2988c6fc-Audio_SP13,H1,i,i,342.53404283527993,2472.685637285165,248.55275
2988c6fc-Audio_SP13,H1,i,i,376.0087708585354,2146.512675970459,254.81775
2988c6fc-Audio_SP13,H1,i,i,397.7166766950479,2219.384272999212,260.24375
2988c6fc-Audio_SP13,H1,i,i,284.8250020960065,2445.198445452613,262.36375
2988c6fc-Audio_SP13,H1,i,i,295.1438296595364,2262.43750898674,263.84275
2988c6fc-Audio_SP13,H1,i,i,215.6902785734628,2474.3402445907286,267.37575
2988c6fc-Audio_SP13,H1,i,i,345.58463319415233,1813.44865118146,273.05375
2988c6fc-Audio_SP13,H1,i,i,335.07543872312806,2192.0709198802024,279.11575
2988c6fc-Audio_SP13,H1,i,i,386.4751551746941,2602.9895449753662,284.42575
2988c6fc-Audio_SP13,H1,i,i,407.66360847566,2412.535767640235,284.85574999999994
2988c6fc-Audio_SP13,H1,i,i,347.1561924426171,1663.9322587810757,287.77374999999995
2988c6fc-Audio_SP13,H1,i,i,326.93702059292656,2146.4317772662307,288.07575
2988c6fc-Audio_SP13,H1,i,i,404.1219163043974,2290.2688657997264,290.05774999999994
2988c6fc-Audio_SP13,H1,i,i,321.5627115778999,2260.0113924097013,292.25575
2988c6fc-Audio_SP13,H1,i,i,324.8443851040636,2076.166195298048,292.81775000000005
2988c6fc-Audio_SP13,H1,i,i,398.7252051191732,2274.3090032722444,295.39575
2988c6fc-Audio_SP13,H1,i,i,474.12912767936416,2213.947431198073,302.77374999999995
2988c6fc-Audio_SP13,H1,i,i,379.7554388592336,2304.550813287629,306.14375
2988c6fc-Audio_SP13,H1,i,i,303.76803574323003,2480.634140882448,315.42075
2988c6fc-Audio_SP13,H1,i,i,496.6352095854818,2125.550831144207,316.58575
2988c6fc-Audio_SP13,H1,i,i,335.54987200902235,2269.544302408294,317.48574999999994
2988c6fc-Audio_SP13,H1,i,i,392.1585680549727,2378.1488051305614,341.83275000000003
2988c6fc-Audio_SP13,H1,i,i,285.4679261985907,2486.6011653710952,361.06375
2988c6fc-Audio_SP13,H1,i,i,352.19878567882336,2394.89379370952,365.44275
2988c6fc-Audio_SP13,H1,i,i,247.5123045561753,2547.017495385186,367.60975
2988c6fc-Audio_SP13,H1,i,i,347.8730931630733,2246.175589494396,369.02375
2988c6fc-Audio_SP13,H1,i,i,284.04644014770776,2392.189057795285,374.10575000000006
2988c6fc-Audio_SP13,H1,i,i,364.5789869609821,2445.6649753846527,375.86875
2988c6fc-Audio_SP13,H1,i,i,351.14595767608205,1946.9959137235865,388.71575
2988c6fc-Audio_SP13,H1,i,i,378.410415658423,2233.8482554933657,390.22775
2988c6fc-Audio_SP13,H1,i,i,336.34462771487665,2368.873755532136,400.64275
2988c6fc-Audio_SP13,H1,i,i,319.0410987908806,2232.3292147215093,402.86575
2988c6fc-Audio_SP13,H1,i,i,312.4745834762941,2304.0369417487627,404.71275
2988c6fc-Audio_SP13,H1,i,i,362.8033597193196,2038.177921017473,410.13375
2988c6fc-Audio_SP13,H1,i,i,319.7006014762637,2223.0742345552208,419.67775000000006
2988c6fc-Audio_SP13,H1,i,i,385.5238521192689,2312.335203770152,422.09375
2988c6fc-Audio_SP13,H1,i,i,235.8710050812103,2553.8106482367643,423.61375
2988c6fc-Audio_SP13,H1,i,i,333.78733249528045,1997.711528139273,425.08575
2988c6fc-Audio_SP13,H1,i,i,295.2182424260376,2342.735291859184,436.30575
2988c6fc-Audio_SP13,H1,i,i,298.115174003592,2281.562830248835,437.02775
2988c6fc-Audio_SP13,H1,i,i,360.77264868557336,2222.0185199206207,437.70575
2988c6fc-Audio_SP13,H1,i,i,284.04467921975026,1867.634337287324,452.39875
2988c6fc-Audio_SP13,H1,i,i,301.48908084223217,2278.2664792609085,475.71275
2988c6fc-Audio_SP13,H1,i,i,408.5178545771303,2311.6932727965145,476.00775
2988c6fc-Audio_SP13,H1,i,i,359.238726236827,2522.96497090099,483.41075
2988c6fc-Audio_SP13,H1,i,i,441.6242818185073,2109.287485607384,489.72275
2988c6fc-Audio_SP13,H1,i,i,318.23651541556126,2480.900523701305,491.84775
2988c6fc-Audio_SP13,H1,i,i,404.2331247006177,2478.1762205955697,494.94375
2988c6fc-Audio_SP13,H1,i,i,368.6972851701828,2349.6853467349256,496.48575
2988c6fc-Audio_SP13,H1,i,i,321.9667208500912,2543.801958557379,506.72075
2988c6fc-Audio_SP13,H1,i,i,316.58128871436656,2519.5546278535576,507.02375
2988c6fc-Audio_SP13,H1,i,i,429.8366396908019,2288.687466001797,517.0677499999999
2988c6fc-Audio_SP13,H1,i,i,391.8271170349377,2133.539430297907,517.81375
2988c6fc-Audio_SP13,H1,i,i,332.17381373789823,2341.607714010356,518.62575
2988c6fc-Audio_SP13,H1,i,i,372.36550889102233,2435.198041837697,520.1087500000001
2988c6fc-Audio_SP13,H1,i,i,354.9790920847151,1909.2414190002416,524.09775
2988c6fc-Audio_SP13,H1,i,i,357.0037823727116,2458.973101001085,525.41575
2988c6fc-Audio_SP13,H1,i,i,347.5985112768714,2589.956794257002,525.7937499999999
2988c6fc-Audio_SP13,H1,i,i,403.0005613855851,2231.874523182113,527.3037499999999
2988c6fc-Audio_SP13,H1,i,i,424.8155632111817,1923.8738922384453,529.54575
2988c6fc-Audio_SP13,H1,i,i,331.4121040309728,2504.3859491611843,535.16575
2988c6fc-Audio_SP13,H1,i,i,313.03175862774253,2623.2726642099974,542.27075
2988c6fc-Audio_SP13,H1,i,i,306.19168001587053,2295.975147141273,544.29775
2988c6fc-Audio_SP13,H1,i,i,327.58756778228496,2480.248818236082,549.69075
2988c6fc-Audio_SP13,H1,i,i,354.00689353912634,2580.22721136961,549.83775
2988c6fc-Audio_SP13,H1,i,i,482.9261155522488,2394.586492590581,552.57375
2988c6fc-Audio_SP13,H1,i,i,319.21717142600306,2358.81445228982,555.54275
2988c6fc-Audio_SP13,H1,i,i,357.66959697103584,2467.473459179624,571.98075
2988c6fc-Audio_SP13,H1,i,i,309.2462009831925,2446.0531002089288,577.61875
2988c6fc-Audio_SP13,H1,i,i,235.7565852076933,2701.7763289258537,586.59275
2988c6fc-Audio_SP13,H1,i,i,570.4523632877076,2339.145600681002,587.2237500000001
2988c6fc-Audio_SP13,H1,i,i,304.6577512450036,2112.9196709227967,589.13775
2988c6fc-Audio_SP13,H1,i,i,329.74322672485465,2334.0466060004683,589.89575
2988c6fc-Audio_SP13,H1,i,i,384.1368656303659,1652.1952390890592,593.4937500000001
2988c6fc-Audio_SP13,H1,i,i,319.87533277364355,2352.5768727373547,600.51575
2988c6fc-Audio_SP13,H1,i,i,280.01538401504774,2021.216847225024,601.84775
