audio,half,vowel,ellipse_area_grid,overlap_area_with_any_other_vowel,overlap_percent_with_any_other_vowel,unique_area_not_overlapped,unique_percent_not_overlapped
0f786745-Audio_SP20,H1,i,200097.20646524822,56670.48905722749,28.321479374110957,143426.71740802075,71.67852062588905
0f786745-Audio_SP20,H1,e,197639.87235076271,56670.48905722749,28.673611444481782,140969.3832935352,71.32638855551821
0f786745-Audio_SP20,H1,a,67334.74984750435,15408.14904217938,22.88290827110046,51926.600805324975,77.11709172889954
0f786745-Audio_SP20,H1,o,100029.6276796165,61291.03621458054,61.272882481267196,38738.59146503596,38.727117518732804
0f786745-Audio_SP20,H1,u,107050.58229243223,45882.88717240116,42.86094123903218,61167.695120031065,57.13905876096782
0f786745-Audio_SP20,H2,i,165785.88731063475,53977.869587441026,32.558784383318546,111808.01772319371,67.44121561668145
0f786745-Audio_SP20,H2,e,176616.398360542,53977.869587441026,30.56220718375846,122638.52877310096,69.43779281624154
0f786745-Audio_SP20,H2,a,64459.00931315773,11814.267146970144,18.328341178148623,52644.742166187585,81.67165882185138
0f786745-Audio_SP20,H2,o,85025.94752932288,31038.88395966631,36.50519031141869,53987.063569656566,63.49480968858131
0f786745-Audio_SP20,H2,u,97345.88369814777,19224.616812696164,19.748772194937665,78121.2668854516,80.25122780506233
