F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
430.5188419917539,1381.721060908888,3810.30090733491,3.245046208761382,3.85754315946761,3.7031845452177077,5692.3076923076915,0.0000373312913118815,0.0255,0.025,0.33783783783783783,0-0-0-0,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,192.72863944940275,78.68499749068557,5,infinito,"",0.0500000000001819,#,de,#,#,"",d,coextensive
499.06810784864706,969.7846582959081,2307.395975663797,3.040224638928393,3.551216385204617,3.886024661251353,4076.923076923077,0.0016095385995857526,2.7127499999996,0.045,0.33582089552238803,0-0-12-0,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,160.88216973985757,77.36261545134762,5,ocurre,"",0.11000000000058208,qué,",",#,k,é,k,initial
446.4889709226946,872.5984256156644,2397.6032001551866,3.061794016921138,3.68820471766671,4.409418948355575,4794.871794871795,0.0002147618417568305,4.023750000000218,0.027000000000000003,0.32142857142857145,0-0-17-5,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,159.76327946578942,77.04066600899858,5,echando,"",0.05999999999949068,pasan,broma,d,#,d,b,final
443.05349396600354,1286.7263836760349,2398.7891198269685,2.5393169607836277,3.6657968866532826,3.8132417587077128,4794.871794871795,0.001738760289372573,5.110750000000146,0.041,0.3306451612903226,0-0-21-1,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,143.4109111148071,80.52611859747269,5,ahorita,"",0.0999999999994543,%%,estuvo,a,R,a,R,internal
488.7855620523492,1287.6426543485281,2032.080832395446,2.523806703446835,3.3129487279575804,4.783254999760501,4256.410256410256,0.006457777102326796,6.752749999999563,0.045,0.33582089552238803,0-0-28-3,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,151.25322419635967,77.59562794470513,5,mucho,"",0.11000000000058208,hablan,de,h,#,h,d,final
473.29119447166454,661.5790518602531,2861.5508041843236,3.3692899969360743,3.6289880816494056,4.028356935464388,5333.333333333333,0.020910917684187694,7.990750000000327,0.20099999999999998,0.3327814569536423,0-0-33-6,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,163.587654208681,73.54751270976416,5,terminó,"",0.5799999999999272,Te,[silence],n,#,n,.,final
402.7973133244852,1167.5701188231797,2475.1101350140234,3.1786748065219923,3.877514213406924,3.4097007414891687,5512.820512820513,0.0012864990048596574,9.135749999999673,0.051000000000000004,0.3311688311688312,0-0-35-6,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,148.95908208689082,75.58224353857477,5,terminó,"",0.13000000000010914,[silence],la,n,#,n,l,final
274.36007398615584,536.8382900255449,1125.2213348673058,3.5159157696781302,3.532615368566348,3.8092809972753114,4076.923076923077,0.0005323372731029484,14.853750000000145,0.027000000000000003,0.32142857142857145,0-0-52-3,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,122.5846531481422,74.21114074709145,5,como,"",0.05999999999949068,italianos,yo,m,#,m,y,final
400.2141871127919,809.4872726736957,2273.5589063386724,3.1682575702558586,3.3948749892872425,4.442855255709572,5153.846153846154,0.004656494697444387,19.3287500000004,0.037000000000000005,0.324561403508772,0-0-71-4,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,120.99783800605229,74.81584298990988,5,Microworkers,"",0.08999999999923602,es,",",R,o,R,o,internal
476.30972283032696,937.5609473072534,2273.391515848669,3.356950475141501,3.457437317334304,4.362011848602803,4974.358974358975,0.006674998600534308,20.343750000000398,0.067,0.3284313725490196,0-0-75-3,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,104.81111979379097,65.62063784289634,5,pero,"",0.17999999999938154,[silence],[silence],R,#,R,.,final
489.04105064932736,1079.0506499209273,2656.3701837122794,3.334166897548676,3.2466931883084555,4.42965735915317,4615.384615384615,0.009845463999778651,20.89074999999989,0.041,0.3306451612903226,0-0-77-1,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,86.70893800391696,63.08518642273142,5,los,"",0.1000000000003638,[silence],temas,l,s,l,s,internal
381.5397093526208,677.6818454236982,2465.6454153421837,3.4639299299615547,3.6205825039236523,3.2381897512783726,4974.358974358975,0.0004308562072473696,21.4557499999996,0.031,0.32978723404255317,0-0-79-3,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,144.6146284747781,78.22909416183295,5,como,"",0.07000000000061846,temas,la,m,#,m,l,final
414.3878763214347,844.0849116351221,2416.7710943275415,2.827536098987597,4.031791957914225,3.9269766743145773,4615.384615384615,0.021070815518030864,24.698749999999638,0.097,0.3299319727891156,0-0-89-5,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,105.2921641628219,71.67630868167774,5,muchachos,"",0.27000000000043656,los,",",h,s,h,s,internal
372.9726990359566,717.1915427258842,1914.9382522146982,2.7152727733636763,3.1339531543001646,4.343879060034267,4974.358974358975,0.0003354950783656039,26.405750000000328,0.031,0.32978723404255317,0-0-94-1,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,113.548002446853,77.55508500461893,5,política,"",0.06999999999970896,parte,",",p,l,p,l,internal
435.0680859433325,1459.8794190790582,2421.3159747922564,3.3918627610061596,4.232312399864756,4.340444235275529,5153.846153846154,0.015156105462757351,31.01074999999978,0.041,0.3306451612903226,0-0-109-0,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,188.45680748939304,81.13154215919896,5,objetivo,"",0.1000000000003638,el,del,#,b,l,b,initial
354.26440213497386,686.4553535998621,1123.0500278543911,3.1551843922780183,2.836368727015959,3.830065725398811,3000.0,0.0008616948884514448,31.355750000000146,0.031,0.32978723404255317,0-0-109-7,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,335.09838883684006,80.07232252778698,5,objetivo,"",0.06999999999970896,el,del,b,#,b,d,final
377.0934890399815,680.7054581463638,1543.2493133231903,3.100912306437036,4.121295067825974,4.1022147492927195,3897.4358974358975,0.0013128414541785185,51.44075000000007,0.041,0.3306451612903226,0-0-140-4,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,167.45166760478736,75.78525085037755,5,novios,"",0.1000000000003638,hacen,",",i,s,i,s,internal
580.3861213513248,1156.0601849937916,2146.0340997050307,3.9107513239483263,4.053397933565754,4.487867154542262,5333.333333333333,0.0019736536928734185,55.77775000000022,0.035,0.3365384615384616,0-0-153-4,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,198.6542897446506,78.46726708056099,5,bueno,"",0.07999999999992724,",",mira,n,#,n,m,final
360.3382941766411,757.0736183149197,2226.0528895579114,2.709989224712669,2.795955309301744,4.0117004280094335,4974.358974358975,0.0000371816983326896,59.04374999999975,0.027000000000000003,0.32142857142857145,0-0-167-1,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,171.39912655722014,76.28541806339064,5,considero,"",0.06000000000040018,yo,Rómulo,k,n,k,n,internal
328.50109428078395,628.0715751084809,1361.7209119355189,3.1516440802749703,3.6139153049541095,4.334588161445948,3717.948717948718,0.010787690991448468,60.16375000000033,0.047,0.3263888888888889,0-0-170-2,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,113.44434162649694,62.07693164874887,5,hijo,"",0.11999999999989086,mi,",",x,#,x,.,final
415.07915359389415,1319.5789901959506,2264.072936784691,2.3795821907694794,3.590748696644944,3.516999798062034,4794.871794871795,0.00006587427964806032,60.79374999999975,0.027000000000000003,0.32142857142857145,0-0-172-3,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,144.39493086123872,78.7532821231151,5,pero,"",0.06000000000040018,",",Rómulo,R,#,R,r,final
414.30593628154406,1214.8068157035939,2400.545668093553,2.8381287018518275,3.742198008402122,3.1570931862626326,4974.358974358975,0.0008026614020621495,61.205750000000286,0.051000000000000004,0.3311688311688311,0-0-173-5,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,202.76904046393162,79.7147291691083,5,Rómulo,"",0.13000000000010914,pero,es,l,#,l,s,final
440.80283476856016,1074.588434794805,2415.1564070209733,3.3061234818895264,3.821561943292727,3.9481437184519486,4435.897435897436,0.0025002020283443897,61.578750000000404,0.037000000000000005,0.324561403508772,0-0-176-2,o,42d56bbf-Audio_SP23_part08,group_0,1,fave,237.8052620659164,77.46071679417673,5,hijo,"",0.08999999999923602,un,virtual,x,#,x,b,final
